Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
1, 378, 7, 22, 594, 618, 30380, 32322
Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
1, 11, 7, 17, 318, 321, 273, 1237
Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
1, 12, 8, 22, 334, 315, 272, 1251
