Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
1, 332, 6, 19, 1270, 5654, 514, 8068
1, 336, 7, 19, 1318, 5635, 551, 8166
1, 1411, 5, 17, 1436, 4537, 508, 8227
