Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
1, 329, 6, 17, 574, 869, 30368, 32474
Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
1, 16, 7, 24, 317, 296, 277, 1223
Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
1, 15, 7, 21, 297, 292, 284, 1191
