Index,Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
955,10.0.0.180:5000/localredis:latest,2024-06-02T17:33:03Z,12.2 MiB,375 µs,89.103 ms,10.94 ms,9.138 ms,109.556
