Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
819,2822,7,18,2331,10160,4522,20189
403,2504,9,20,2562,10094,4662,20183
436,2397,9,21,2464,10622,4313,20179
823,2595,8,22,2510,10474,4237,20174
872,2404,6,18,2302,10457,4666,20172
46,2585,6,18,2378,9581,5287,20168
458,2232,7,18,2358,10846,4397,20167
756,2596,6,19,2271,10333,4623,20161
169,2783,6,17,2357,10326,4381,20160
859,2604,7,19,2392,10000,4812,20155
755,2604,7,18,2362,10123,4717,20153
413,2588,7,20,2505,10413,4285,20152
29,2453,8,19,2461,9947,4944,20150
411,2250,9,20,2462,10414,4667,20148
38,2447,6,18,2361,10454,4533,20147
304,2592,6,18,2210,10353,4674,20144
344,2547,6,17,2335,10837,4088,20143
406,2445,6,20,2524,10970,3844,20143
317,2452,6,19,2468,10579,4274,20140
294,2474,6,17,2590,10429,4296,20138
412,2906,7,20,2272,9974,4628,20138
757,2302,6,18,2364,10484,4639,20138
805,2473,7,18,2238,10401,4689,20138
4,2038,6,17,2267,10708,4788,20136
478,2582,7,18,2301,10042,4876,20136
804,2414,7,18,2376,10523,4477,20136
289,2484,6,17,2551,10241,4532,20134
99,2561,7,18,2380,10096,4753,20133
466,2480,7,20,2381,10312,4600,20133
753,2479,6,18,2207,10449,4670,20132
867,2251,7,19,2336,9236,5971,20132
251,2491,5,16,2172,10687,4455,20131
286,2723,6,18,2294,10445,4347,20131
288,2513,6,18,2319,9850,5139,20131
295,2485,6,18,2373,10300,4629,20131
245,2626,6,20,2246,10085,4863,20130
40,2631,6,18,2171,10327,4663,20129
14,2186,7,18,2446,10199,4953,20128
431,2467,7,20,2385,10210,4708,20128
807,2446,7,18,2364,10498,4483,20127
837,2522,6,17,2653,10358,4248,20126
20,2689,6,17,2380,10134,4579,20125
202,2522,6,17,2304,10667,4314,20125
776,2610,6,19,2468,10053,4641,20125
414,2428,7,19,2517,10316,4523,20123
802,2451,6,18,2174,11099,4064,20123
811,2616,6,18,2274,10247,4645,20123
863,2505,6,18,2559,10485,4237,20123
423,2568,7,22,2240,10190,4755,20121
292,2761,5,18,2320,9925,4792,20120
470,2559,6,19,2354,10201,4666,20120
230,2634,6,19,2222,10355,4575,20119
740,2259,6,19,2772,10329,4412,20119
794,2562,7,18,2443,10361,4391,20119
26,2289,6,19,2389,10832,4253,20118
32,2422,8,21,2269,10923,4148,20118
210,2474,6,16,2350,10652,4327,20116
31,2494,7,17,2236,9850,5190,20115
13,2282,7,18,2590,10501,4384,20112
415,2505,7,22,2492,10312,4437,20111
451,2598,6,19,2637,10605,3902,20109
461,2502,7,19,2218,10338,4707,20109
818,2531,7,19,2441,10504,4291,20109
836,2466,6,19,2491,10893,3923,20107
179,2443,6,18,2689,9920,4727,20106
21,2447,5,16,2284,10062,4983,20105
409,2259,7,19,2166,10524,4799,20105
873,2531,7,18,2208,10622,4391,20100
439,2771,10,20,2293,10836,3819,20099
277,2050,7,22,2482,10451,4757,20095
445,2476,10,19,2568,10498,4179,20095
848,2508,6,15,2152,10735,4369,20094
449,2292,7,19,2448,9994,4998,20092
748,2544,7,21,2544,10186,4442,20092
764,2645,9,21,2249,10307,4553,20092
35,2695,7,19,2409,9972,4650,20091
27,2292,8,22,2337,10547,4538,20086
737,2560,9,25,2406,10480,4269,20086
761,2286,6,18,2337,10638,4471,20084
278,2394,6,20,2489,10463,4385,20077
762,2702,8,20,2303,10789,3942,20073
421,2489,9,20,2433,10079,4691,20069
427,2125,7,19,2295,10122,5151,20068
25,2365,7,20,2335,10565,4428,20065
398,2845,9,21,2566,10642,3647,20065
422,2335,6,22,2533,10387,4451,20065
435,2507,7,20,2316,10551,4345,20065
799,2883,9,21,2440,10725,3666,20063
829,2365,7,20,2366,10320,4644,20058
3,2301,7,18,2207,10427,4788,20056
831,2484,9,19,2603,10062,4512,20033
379,2578,6,17,2130,9809,5150,19984
854,2593,7,18,2446,10592,3996,19974
779,2513,7,18,2351,10086,4663,19963
843,2566,6,19,2349,9905,4793,19954
512,2365,7,17,2337,10374,4548,19946
857,2762,7,20,2230,10011,4605,19944
750,2657,6,18,2577,10251,4126,19943
343,2725,7,18,2425,10477,3960,19940
42,2409,7,18,2101,10362,4737,19937
43,2584,5,17,2198,10059,4754,19937
211,2373,7,17,2141,10828,4257,19936
850,2303,6,18,2309,10063,4919,19934
810,2595,7,18,2338,10346,4309,19928
773,2548,6,18,2499,10274,4269,19925
849,2447,6,19,2329,10174,4634,19924
856,2367,7,19,2547,10320,4339,19922
441,2516,6,17,2322,10151,4595,19917
464,2400,8,20,2575,10430,4119,19917
2,2591,7,18,2188,10035,4768,19907
78,2409,7,19,2269,9928,4957,19903
825,2539,10,22,2334,10284,4376,19901
36,2564,7,21,2183,10041,4744,19893
469,2661,7,19,2188,10264,4430,19863
775,2525,7,17,2716,10092,4200,19862
870,2175,7,19,2339,10566,4430,19858
22,2526,7,18,2397,9941,4665,19856
448,2504,6,17,2385,10327,4258,19847
462,2485,8,20,2390,10556,4057,19847
861,2264,7,18,2224,10436,4576,19837
767,2628,6,19,2512,10337,4001,19825
845,2419,6,19,2225,10387,4453,19825
739,2379,9,20,2596,9966,4513,19820
772,2538,7,18,2556,10640,3730,19820
385,2103,6,17,2285,10251,4834,19813
465,2506,7,19,2370,10648,3937,19811
401,2449,7,23,2343,10592,4076,19809
839,2655,6,20,2198,9886,4715,19806
428,2511,7,19,2350,10661,3912,19805
846,2509,7,22,2305,10499,4138,19801
410,2354,7,21,2209,10148,4737,19800
407,2434,8,19,2385,10589,4012,19793
275,2437,7,18,2323,10293,4360,19780
426,2573,7,22,2451,10120,4285,19779
429,2672,7,18,2111,10638,3986,19779
763,2584,9,18,2393,10636,3796,19773
822,2575,7,19,2542,10580,3715,19765
821,2443,7,19,2413,10166,4368,19763
824,2086,7,15,2277,10080,4966,19761
396,2245,8,20,2525,10977,3627,19758
797,2589,8,21,2406,10836,3556,19743
138,2580,6,18,2488,10177,3999,19583
141,2667,6,19,2476,9528,4572,19580
131,2529,6,18,2274,9938,4469,19545
133,2579,6,18,2306,9843,4463,19503
882,3130,6,17,2347,9449,4243,19501
126,2628,7,18,2245,10158,4115,19496
118,2473,7,17,2233,10031,4408,19488
148,2604,6,18,2285,10103,4121,19440
123,2567,6,18,2212,9713,4609,19429
171,2559,6,18,2376,9657,4422,19355
166,2597,5,18,2087,9514,4845,19346
165,2584,5,13,2265,9523,4665,19334
175,2488,6,16,2204,9777,4488,19310
134,2491,5,18,2461,9903,4111,19297
19,2617,7,19,2265,9444,4634,19294
