Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
220, 1110, 7, 20, 1218, 5037, 3537, 11234
221, 986, 7, 19, 1228, 4312, 4309, 11164
222, 808, 7, 22, 1274, 4422, 4352, 11208
223, 992, 7, 22, 1104, 4468, 4109, 11024
224, 1041, 8, 21, 1198, 4770, 3765, 11142
225, 993, 9, 18, 1313, 4768, 3630, 11071
226, 1163, 7, 21, 1249, 4612, 3678, 11059
227, 997, 9, 19, 1352, 4603, 4042, 11354
228, 1131, 13, 19, 1174, 4312, 3863, 10840
229, 943, 7, 17, 1218, 4582, 4263, 11368
230, 1172, 7, 20, 1231, 4692, 3658, 11124
231, 945, 6, 23, 1232, 4591, 4292, 11422
232, 1050, 8, 23, 1457, 4573, 3619, 11077
233, 956, 7, 22, 1259, 4553, 4213, 11341
234, 1081, 8, 19, 1317, 4378, 3975, 11086
235, 973, 9, 20, 1244, 4657, 4206, 11461
236, 1206, 8, 18, 1205, 4472, 3411, 10654
237, 967, 8, 20, 1294, 4563, 4262, 11445
238, 1201, 8, 20, 1402, 5071, 3982, 12038
239, 996, 7, 20, 1230, 4541, 4299, 11400
240, 1076, 8, 20, 1223, 4440, 3961, 11023
241, 998, 8, 19, 1217, 4651, 4128, 11370
242, 1188, 9, 20, 1308, 4772, 4232, 11873
243, 1018, 6, 21, 1234, 4780, 4139, 11539
244, 1179, 6, 18, 1221, 4283, 3974, 11029
245, 1137, 6, 18, 1375, 4395, 4292, 11560
246, 1044, 8, 17, 1142, 4316, 4150, 10988
247, 1049, 7, 18, 1236, 4398, 4526, 11548
248, 1063, 7, 20, 1259, 5179, 4095, 11980
249, 936, 6, 17, 1209, 4462, 4631, 11591
250, 1039, 7, 19, 1067, 4562, 3991, 11000
251, 907, 7, 18, 1253, 4620, 4453, 11582
252, 1088, 7, 18, 1082, 4500, 3870, 10873
253, 941, 8, 20, 1281, 4878, 4142, 11609
254, 1127, 7, 21, 1414, 5291, 3702, 11921
255, 990, 6, 26, 1393, 4761, 3760, 11275
256, 983, 9, 22, 1353, 4815, 3399, 10915
257, 972, 7, 20, 1170, 4749, 4329, 11593
258, 1100, 7, 20, 1404, 5516, 4520, 12943
259, 1004, 9, 22, 1305, 4798, 4016, 11483
260, 967, 6, 22, 1245, 4783, 4571, 11912
261, 1046, 6, 19, 1262, 4770, 4943, 12374
262, 979, 7, 21, 1275, 4579, 4315, 11496
263, 1016, 8, 19, 1211, 4823, 4256, 11670
264, 1034, 8, 19, 1296, 4442, 3707, 10864
265, 1033, 7, 19, 1229, 4656, 4390, 11680
266, 939, 7, 19, 1227, 4661, 4689, 11881
267, 1025, 6, 17, 1310, 4688, 4279, 11658
268, 1025, 7, 21, 1259, 4529, 3705, 10878
269, 984, 7, 18, 1320, 4721, 4145, 11539
270, 1053, 9, 21, 1391, 4712, 3845, 11397
271, 1086, 8, 21, 1332, 4636, 4260, 11659
272, 1147, 8, 19, 1262, 4539, 3412, 10721
273, 949, 6, 19, 1422, 4600, 4348, 11697
274, 1062, 8, 20, 1326, 4797, 4244, 11799
275, 1045, 8, 19, 1366, 4426, 4526, 11711
276, 1113, 6, 21, 1283, 4610, 3424, 10772
277, 1249, 5, 16, 1165, 4451, 4576, 11764
278, 1030, 6, 18, 1267, 4408, 4698, 11745
279, 965, 7, 18, 1194, 5396, 4899, 12792
280, 1050, 8, 24, 1277, 4957, 3994, 11651
281, 950, 7, 17, 1274, 4878, 4352, 11800
282, 986, 6, 22, 1236, 4634, 3509, 10722
283, 907, 7, 19, 1237, 4752, 4557, 11810
284, 161, 7, 20, 1078, 3050, 1755, 6398
285, 982, 9, 17, 1280, 4867, 4346, 11814
286, 155, 8, 19, 1315, 3116, 1845, 6785
287, 1018, 6, 17, 1252, 4172, 5065, 11866
288, 138, 7, 17, 1277, 3047, 1843, 6665
289, 963, 9, 21, 1199, 4520, 3924, 10975
290, 147, 7, 19, 1247, 3137, 1946, 6812
291, 975, 7, 17, 1253, 4285, 3887, 10738
292, 170, 7, 19, 1260, 3186, 1821, 6789
293, 926, 8, 18, 1377, 4560, 3661, 10878
294, 164, 6, 17, 1253, 2946, 3933, 8633
295, 1023, 6, 18, 1150, 4332, 3961, 10805
296, 132, 6, 14, 1232, 2938, 2119, 6731
297, 977, 6, 18, 1182, 3997, 4615, 11085
298, 155, 6, 17, 1136, 3094, 1689, 6410
299, 970, 6, 18, 1154, 4124, 4555, 11112
300, 150, 6, 17, 1216, 3106, 1854, 6660
301, 998, 6, 17, 1225, 4237, 4340, 11143
302, 147, 6, 17, 1318, 3036, 1726, 6569
303, 1122, 7, 18, 1199, 4094, 4412, 11153
304, 151, 5, 15, 1107, 2923, 2189, 6675
305, 996, 6, 17, 1131, 4352, 4381, 11176
306, 154, 6, 17, 1214, 2973, 1632, 6299
307, 979, 6, 19, 1198, 4378, 4313, 11193
308, 145, 6, 16, 1200, 3331, 1565, 6595
309, 984, 6, 17, 1254, 4419, 4196, 11208
310, 156, 7, 16, 1188, 3173, 1563, 6435
311, 1009, 7, 18, 1305, 4510, 3936, 11115
312, 158, 7, 18, 1260, 3473, 2158, 7408
313, 979, 7, 19, 1308, 4666, 4939, 12214
314, 142, 6, 14, 1214, 2841, 1880, 6423
315, 1021, 5, 16, 1192, 4389, 4393, 11298
316, 161, 7, 19, 1246, 3029, 1584, 6382
317, 990, 8, 19, 1228, 4350, 4240, 11162
318, 150, 5, 17, 1258, 3013, 1582, 6341
319, 994, 6, 17, 1242, 4385, 4370, 11315
320, 154, 6, 16, 1277, 3279, 1329, 6386
321, 1075, 5, 17, 1263, 4450, 4077, 11193
322, 157, 6, 16, 1243, 3350, 2325, 7400
323, 957, 6, 18, 1354, 4334, 4321, 11305
324, 152, 5, 17, 1226, 2995, 1657, 6369
325, 916, 5, 17, 1140, 4132, 5389, 11901
326, 147, 6, 16, 1184, 2908, 1946, 6506
327, 986, 6, 18, 1185, 4399, 4429, 11319
328, 163, 6, 17, 1171, 2994, 1439, 6079
329, 988, 6, 17, 1100, 4171, 3790, 10367
330, 163, 6, 17, 1232, 2973, 1630, 6340
331, 988, 6, 18, 1376, 4312, 4346, 11358
332, 148, 7, 17, 1285, 2945, 1635, 6335
333, 985, 6, 18, 1098, 4303, 4582, 11281
334, 164, 6, 16, 1172, 2820, 1871, 6360
335, 1007, 5, 18, 1276, 4391, 4254, 11255
336, 147, 6, 17, 1168, 2945, 2462, 7047
337, 1006, 6, 18, 1086, 4692, 4281, 11402
338, 154, 6, 16, 1228, 3054, 1509, 6281
339, 1062, 5, 18, 1257, 4216, 4404, 11284
340, 165, 6, 16, 1199, 2975, 1604, 6275
341, 973, 6, 18, 1087, 4108, 3907, 10403
342, 154, 6, 17, 1226, 2981, 1321, 6006
343, 987, 6, 18, 1161, 4219, 4704, 11397
344, 152, 5, 17, 1254, 2864, 1680, 6276
345, 979, 5, 21, 1207, 4343, 4570, 11445
346, 156, 6, 16, 1300, 3064, 2129, 6990
347, 1031, 5, 17, 1199, 4349, 4174, 11095
348, 168, 6, 17, 1304, 2851, 1673, 6319
349, 1039, 6, 15, 1155, 4232, 4357, 11110
350, 146, 6, 15, 1075, 2811, 1991, 6319
351, 1156, 5, 16, 1048, 4273, 3566, 10359
352, 153, 6, 16, 1205, 2937, 1614, 6229
353, 986, 6, 18, 1226, 4235, 3647, 10422
354, 149, 6, 16, 1166, 2862, 1782, 6308
355, 938, 6, 18, 1176, 4282, 4359, 11077
356, 163, 6, 16, 1287, 3184, 2341, 7296
357, 1008, 5, 16, 1212, 4628, 4265, 11436
358, 152, 6, 17, 1172, 2766, 1893, 6299
359, 961, 7, 18, 1199, 4550, 4405, 11433
360, 162, 6, 16, 1163, 2903, 1736, 6290
361, 963, 6, 16, 1233, 4377, 3545, 10436
362, 147, 6, 15, 1159, 2879, 1913, 6422
363, 972, 6, 14, 1219, 4262, 3661, 10449
364, 143, 6, 16, 1132, 2969, 1755, 6289
365, 976, 5, 16, 1144, 4222, 3832, 10485
366, 146, 5, 18, 1121, 2904, 1630, 6128
367, 1010, 6, 17, 1169, 4426, 4435, 11370
368, 145, 6, 16, 1270, 2874, 1632, 6250
369, 1011, 6, 17, 1211, 4171, 3763, 10499
370, 146, 6, 16, 1258, 3182, 1293, 6209
371, 997, 5, 17, 1185, 4314, 4564, 11375
372, 118, 6, 16, 1237, 2904, 1668, 6258
373, 1039, 5, 20, 1138, 4304, 4726, 11521
374, 151, 6, 16, 1185, 3088, 1452, 6190
375, 1128, 5, 18, 1146, 4384, 4570, 11554
376, 165, 6, 15, 1164, 2789, 1741, 6175
377, 1046, 6, 19, 1232, 4407, 3514, 10538
378, 161, 6, 18, 1202, 2894, 1628, 6202
379, 988, 6, 18, 1126, 4264, 4796, 11522
380, 152, 6, 17, 1160, 2914, 1636, 6166
381, 1055, 6, 18, 1236, 4183, 3730, 10533
382, 154, 5, 13, 1206, 2799, 1683, 6156
383, 1026, 6, 17, 1124, 4404, 4733, 11598
384, 161, 6, 17, 1174, 2830, 1669, 6158
385, 1034, 6, 18, 1182, 4351, 3644, 10552
386, 158, 5, 16, 1177, 2954, 1385, 6006
387, 1014, 6, 17, 1039, 4302, 3885, 10565
388, 158, 6, 17, 1168, 3163, 1408, 6230
389, 1103, 7, 18, 1155, 4306, 3586, 10456
390, 162, 6, 16, 1140, 2913, 1595, 6131
391, 979, 6, 18, 1146, 4467, 4607, 11523
392, 150, 6, 17, 1205, 2940, 2492, 7121
393, 1143, 6, 18, 1237, 4203, 4581, 11513
394, 169, 6, 16, 1160, 3033, 2372, 7081
395, 1017, 7, 18, 1132, 4286, 3847, 10600
396, 164, 6, 13, 1205, 3048, 2426, 7186
397, 991, 6, 19, 1153, 4078, 4093, 10614
398, 157, 5, 16, 1164, 2826, 1651, 6132
399, 1007, 5, 20, 1245, 4177, 4615, 11360
400, 158, 6, 17, 1151, 2926, 2536, 7113
401, 968, 7, 18, 1225, 4418, 3680, 10601
402, 1081, 6, 18, 1222, 4266, 4177, 11097
403, 999, 6, 16, 1241, 4257, 3652, 10485
404, 1146, 6, 17, 1318, 4383, 3623, 10799
405, 985, 7, 18, 1105, 4229, 5884, 12546
406, 1105, 7, 20, 1178, 4307, 4013, 10955
407, 1041, 6, 18, 1190, 4667, 4258, 11478
408, 1195, 6, 18, 1161, 4356, 3881, 10927
409, 1042, 6, 18, 1161, 4198, 4734, 11477
410, 982, 6, 18, 1260, 4200, 4310, 11090
411, 1042, 6, 18, 1194, 4536, 4363, 11480
