Index,Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
482,10.0.0.180:5000/localmongo:latest,2024-06-01T11:33:46Z,73.8 MiB,2.804 ms,200.12 ms,82.569 ms,65.128 ms,350.621
