Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
10.0.0.180:5000/localredis:latest,2024-05-29T01:49:34Z,3.4 MiB,696 µs,99.179 ms,7.41 ms,4.667 ms,111.952
10.0.0.180:5000/localredis:latest,2024-05-29T01:07:48Z,3.4 MiB,621 µs,94.393 ms,6.87 ms,4.543 ms,106.427
10.0.0.180:5000/localredis:latest,2024-05-29T00:15:40Z,3.4 MiB,1.048 ms,99.573 ms,6.04 ms,3.991 ms,110.652
10.0.0.180:5000/localredis:latest,2024-05-29T00:35:38Z,3.4 MiB,672 µs,115.12 ms,8.013 ms,5.208 ms,129.013
10.0.0.180:5000/localredis:latest,2024-05-29T06:18:59Z,3.4 MiB,384 µs,77.508 ms,4.229 ms,2.841 ms,84.962
10.0.0.180:5000/localredis:latest,2024-05-29T05:48:40Z,3.4 MiB,564 µs,103.67 ms,7.165 ms,4.564 ms,115.963
10.0.0.180:5000/localredis:latest,2024-05-29T01:20:35Z,3.4 MiB,750 µs,106.96 ms,7.104 ms,4.428 ms,119.242
10.0.0.180:5000/localredis:latest,2024-05-29T00:57:11Z,3.4 MiB,647 µs,104.79 ms,7.097 ms,4.688 ms,117.222
10.0.0.180:5000/localredis:latest,2024-05-29T02:52:49Z,3.4 MiB,752 µs,97.377 ms,6.775 ms,4.505 ms,109.409
10.0.0.180:5000/localredis:latest,2024-05-29T09:10:15Z,3.4 MiB,431 µs,90.132 ms,5.169 ms,3.205 ms,98.937
10.0.0.180:5000/localredis:latest,2024-05-28T22:06:23Z,3.5 MiB,677 µs,113.15 ms,7.195 ms,4.916 ms,125.938
10.0.0.180:5000/localredis:latest,2024-05-28T23:36:52Z,3.4 MiB,471 µs,85.376 ms,5.547 ms,3.704 ms,95.098
10.0.0.180:5000/localredis:latest,2024-05-29T02:32:21Z,3.4 MiB,444 µs,86.823 ms,5.282 ms,3.289 ms,95.838
10.0.0.180:5000/localredis:latest,2024-05-29T01:15:31Z,3.4 MiB,591 µs,99.638 ms,7.192 ms,4.854 ms,112.275
10.0.0.180:5000/localredis:latest,2024-05-29T05:01:40Z,3.4 MiB,628 µs,92.597 ms,7.363 ms,4.96 ms,105.548
10.0.0.180:5000/localredis:latest,2024-05-29T01:12:01Z,3.4 MiB,543 µs,82.378 ms,6.391 ms,4.326 ms,93.638
10.0.0.180:5000/localredis:latest,2024-05-29T02:58:06Z,3.4 MiB,657 µs,113.92 ms,6.642 ms,4.371 ms,125.59
10.0.0.180:5000/localredis:latest,2024-05-29T03:32:54Z,3.4 MiB,760 µs,100.06 ms,7.632 ms,4.874 ms,113.326
10.0.0.180:5000/localredis:latest,2024-05-29T08:16:28Z,3.4 MiB,562 µs,84.017 ms,5.822 ms,4.032 ms,94.433
10.0.0.180:5000/localredis:latest,2024-05-29T04:45:52Z,3.4 MiB,631 µs,98.723 ms,6.78 ms,4.302 ms,110.436
10.0.0.180:5000/localredis:latest,2024-05-28T21:13:46Z,3.5 MiB,697 µs,107.01 ms,9.441 ms,6.59 ms,123.738
10.0.0.180:5000/localredis:latest,2024-05-29T00:04:16Z,3.4 MiB,671 µs,100.13 ms,6.705 ms,4.448 ms,111.954
10.0.0.180:5000/localredis:latest,2024-05-29T04:27:29Z,3.4 MiB,724 µs,120.62 ms,7.76 ms,4.989 ms,134.093
10.0.0.180:5000/localredis:latest,2024-05-29T11:11:05Z,3.4 MiB,741 µs,119.52 ms,8.268 ms,5.275 ms,133.804
10.0.0.180:5000/localredis:latest,2024-05-29T09:35:32Z,3.4 MiB,680 µs,106.11 ms,7.192 ms,4.78 ms,118.762
10.0.0.180:5000/localredis:latest,2024-05-28T20:40:51Z,3.4 MiB,379 µs,73.388 ms,4.027 ms,2.686 ms,80.48
10.0.0.180:5000/localredis:latest,2024-05-29T10:29:13Z,3.4 MiB,790 µs,113.86 ms,8.02 ms,5.166 ms,127.836
10.0.0.180:5000/localredis:latest,2024-05-29T08:12:09Z,3.4 MiB,689 µs,107.56 ms,7.84 ms,5.059 ms,121.148
10.0.0.180:5000/localredis:latest,2024-05-29T10:34:20Z,3.4 MiB,396 µs,86.078 ms,6.203 ms,4.534 ms,97.211
10.0.0.180:5000/localredis:latest,2024-05-29T08:15:57Z,3.4 MiB,660 µs,106.49 ms,7.112 ms,4.882 ms,119.144
10.0.0.180:5000/localredis:latest,2024-05-29T09:08:39Z,3.4 MiB,480 µs,99.768 ms,5.405 ms,3.384 ms,109.037
10.0.0.180:5000/localredis:latest,2024-05-29T05:43:46Z,3.4 MiB,621 µs,91.587 ms,7.533 ms,4.903 ms,104.644
10.0.0.180:5000/localredis:latest,2024-05-28T22:07:47Z,3.5 MiB,603 µs,99.076 ms,6.888 ms,4.658 ms,111.225
10.0.0.180:5000/localredis:latest,2024-05-29T08:20:06Z,3.4 MiB,677 µs,103.64 ms,6.95 ms,4.745 ms,116.012
10.0.0.180:5000/localredis:latest,2024-05-29T11:25:08Z,3.4 MiB,531 µs,102.01 ms,5.344 ms,3.422 ms,111.307
10.0.0.180:5000/localredis:latest,2024-05-29T02:16:41Z,3.4 MiB,688 µs,100.04 ms,7.566 ms,5.112 ms,113.406
10.0.0.180:5000/localredis:latest,2024-05-29T06:27:06Z,3.4 MiB,646 µs,102.88 ms,8.001 ms,5.169 ms,116.696
10.0.0.180:5000/localredis:latest,2024-05-29T00:43:11Z,3.4 MiB,442 µs,71.916 ms,4.752 ms,3.273 ms,80.383
10.0.0.180:5000/localredis:latest,2024-05-29T02:45:48Z,3.4 MiB,659 µs,100.66 ms,7.112 ms,4.768 ms,113.199
10.0.0.180:5000/localredis:latest,2024-05-29T06:29:44Z,3.4 MiB,860 µs,98.12 ms,7.217 ms,4.594 ms,110.791
10.0.0.180:5000/localredis:latest,2024-05-29T06:47:30Z,3.4 MiB,645 µs,114.19 ms,7.104 ms,4.762 ms,126.701
10.0.0.180:5000/localredis:latest,2024-05-29T01:28:31Z,3.4 MiB,673 µs,104.95 ms,7.817 ms,4.909 ms,118.349
10.0.0.180:5000/localredis:latest,2024-05-29T05:23:13Z,3.4 MiB,627 µs,117.65 ms,6.974 ms,4.574 ms,129.825
10.0.0.180:5000/localredis:latest,2024-05-29T07:14:41Z,3.4 MiB,765 µs,107.85 ms,7.764 ms,4.967 ms,121.346
10.0.0.180:5000/localredis:latest,2024-05-28T22:28:57Z,3.4 MiB,963 µs,104.45 ms,11.231 ms,7.639 ms,124.283
10.0.0.180:5000/localredis:latest,2024-05-28T22:53:43Z,3.4 MiB,584 µs,100.89 ms,6.864 ms,4.418 ms,112.756
10.0.0.180:5000/localredis:latest,2024-05-29T00:39:39Z,3.4 MiB,679 µs,96.176 ms,7.212 ms,4.985 ms,109.052
10.0.0.180:5000/localredis:latest,2024-05-28T23:50:46Z,3.4 MiB,681 µs,94.381 ms,8.304 ms,5.535 ms,108.901
10.0.0.180:5000/localredis:latest,2024-05-28T21:21:15Z,3.4 MiB,603 µs,84.811 ms,5.385 ms,3.364 ms,94.163
10.0.0.180:5000/localredis:latest,2024-05-29T04:42:11Z,3.4 MiB,667 µs,100.68 ms,7.93 ms,5.171 ms,114.448
10.0.0.180:5000/localredis:latest,2024-05-29T03:41:41Z,3.4 MiB,816 µs,107.66 ms,6.638 ms,4.341 ms,119.455
10.0.0.180:5000/localredis:latest,2024-05-28T22:14:24Z,3.5 MiB,433 µs,104.62 ms,5.524 ms,3.62 ms,114.197
10.0.0.180:5000/localredis:latest,2024-05-29T07:20:50Z,3.4 MiB,622 µs,101.26 ms,7.687 ms,5.153 ms,114.722
10.0.0.180:5000/localredis:latest,2024-05-29T05:09:50Z,3.4 MiB,421 µs,81.194 ms,4.805 ms,3.366 ms,89.786
10.0.0.180:5000/localredis:latest,2024-05-29T03:14:24Z,3.4 MiB,627 µs,97.667 ms,6.763 ms,4.463 ms,109.52
10.0.0.180:5000/localredis:latest,2024-05-29T08:20:27Z,3.4 MiB,658 µs,103.51 ms,7.134 ms,4.83 ms,116.132
10.0.0.180:5000/localredis:latest,2024-05-29T07:44:02Z,3.4 MiB,635 µs,104.81 ms,6.794 ms,4.529 ms,116.768
10.0.0.180:5000/localredis:latest,2024-05-28T20:44:10Z,3.5 MiB,627 µs,102.88 ms,7.36 ms,5.006 ms,115.873
10.0.0.180:5000/localredis:latest,2024-05-29T10:24:45Z,3.4 MiB,568 µs,88.169 ms,5.604 ms,3.619 ms,97.96
10.0.0.180:5000/localredis:latest,2024-05-29T07:30:02Z,3.4 MiB,611 µs,97.752 ms,7.153 ms,4.594 ms,110.11
10.0.0.180:5000/localredis:latest,2024-05-29T09:08:50Z,3.4 MiB,680 µs,96.156 ms,6.966 ms,4.653 ms,108.455
10.0.0.180:5000/localredis:latest,2024-05-28T22:39:23Z,3.4 MiB,618 µs,101.91 ms,7.371 ms,4.918 ms,114.817
10.0.0.180:5000/localredis:latest,2024-05-29T03:07:14Z,3.4 MiB,720 µs,108.08 ms,7.545 ms,4.722 ms,121.067
10.0.0.180:5000/localredis:latest,2024-05-29T09:04:23Z,3.4 MiB,637 µs,104.86 ms,6.982 ms,4.475 ms,116.954
10.0.0.180:5000/localredis:latest,2024-05-29T03:13:42Z,3.4 MiB,638 µs,97.644 ms,6.932 ms,4.537 ms,109.751
10.0.0.180:5000/localredis:latest,2024-05-29T03:19:26Z,3.4 MiB,634 µs,103.22 ms,7.047 ms,4.792 ms,115.693
10.0.0.180:5000/localredis:latest,2024-05-29T07:36:48Z,3.4 MiB,464 µs,84.303 ms,5.849 ms,3.736 ms,94.352
10.0.0.180:5000/localredis:latest,2024-05-29T06:12:10Z,3.4 MiB,684 µs,112.63 ms,7.027 ms,4.514 ms,124.855
10.0.0.180:5000/localredis:latest,2024-05-28T22:10:36Z,3.5 MiB,686 µs,107.28 ms,8.343 ms,5.36 ms,121.669
10.0.0.180:5000/localredis:latest,2024-05-29T03:33:26Z,3.4 MiB,561 µs,83.281 ms,5.576 ms,3.509 ms,92.927
10.0.0.180:5000/localredis:latest,2024-05-28T23:38:04Z,3.4 MiB,603 µs,118.12 ms,6.308 ms,4.072 ms,129.103
10.0.0.180:5000/localredis:latest,2024-05-28T20:54:44Z,3.4 MiB,455 µs,87.824 ms,4.754 ms,3.159 ms,96.192
10.0.0.180:5000/localredis:latest,2024-05-29T08:22:54Z,3.4 MiB,677 µs,110.58 ms,7.696 ms,4.844 ms,123.797
10.0.0.180:5000/localredis:latest,2024-05-29T10:14:55Z,3.4 MiB,529 µs,90.825 ms,6.144 ms,3.943 ms,101.441
10.0.0.180:5000/localredis:latest,2024-05-29T03:20:07Z,3.4 MiB,619 µs,110.65 ms,6.943 ms,4.628 ms,122.84
10.0.0.180:5000/localredis:latest,2024-05-29T05:55:31Z,3.4 MiB,655 µs,112.47 ms,7.767 ms,4.908 ms,125.8
10.0.0.180:5000/localredis:latest,2024-05-29T03:38:11Z,3.4 MiB,671 µs,119.36 ms,7.847 ms,5.046 ms,132.924
10.0.0.180:5000/localredis:latest,2024-05-29T03:49:12Z,3.4 MiB,603 µs,103.37 ms,7.105 ms,4.789 ms,115.867
10.0.0.180:5000/localredis:latest,2024-05-29T08:17:28Z,3.4 MiB,398 µs,74.245 ms,4.649 ms,3.074 ms,82.366
10.0.0.180:5000/localredis:latest,2024-05-29T02:33:24Z,3.4 MiB,548 µs,83.493 ms,7.972 ms,6.126 ms,98.139
10.0.0.180:5000/localredis:latest,2024-05-29T03:11:05Z,3.4 MiB,720 µs,110.31 ms,7.176 ms,4.793 ms,122.999
10.0.0.180:5000/localredis:latest,2024-05-29T10:56:14Z,3.4 MiB,674 µs,107.47 ms,7.164 ms,4.922 ms,120.23
10.0.0.180:5000/localredis:latest,2024-05-29T04:10:43Z,3.4 MiB,704 µs,100.29 ms,7.044 ms,4.764 ms,112.802
10.0.0.180:5000/localredis:latest,2024-05-29T00:37:31Z,3.4 MiB,489 µs,84.402 ms,5.365 ms,3.537 ms,93.793
10.0.0.180:5000/localredis:latest,2024-05-29T03:19:16Z,3.4 MiB,609 µs,96.933 ms,6.978 ms,4.707 ms,109.227
10.0.0.180:5000/localredis:latest,2024-05-29T10:43:26Z,3.4 MiB,441 µs,88.096 ms,4.768 ms,2.995 ms,96.3
10.0.0.180:5000/localredis:latest,2024-05-29T02:11:37Z,3.4 MiB,890 µs,105.82 ms,7.145 ms,4.752 ms,118.607
10.0.0.180:5000/localredis:latest,2024-05-28T21:22:19Z,3.4 MiB,624 µs,99.081 ms,6.978 ms,4.631 ms,111.314
10.0.0.180:5000/localredis:latest,2024-05-28T22:00:25Z,3.5 MiB,660 µs,112.22 ms,7.726 ms,5.034 ms,125.64
10.0.0.180:5000/localredis:latest,2024-05-29T08:32:31Z,3.4 MiB,731 µs,100.28 ms,6.868 ms,4.574 ms,112.453
10.0.0.180:5000/localredis:latest,2024-05-29T02:09:19Z,3.4 MiB,683 µs,105.41 ms,7.312 ms,4.57 ms,117.975
10.0.0.180:5000/localredis:latest,2024-05-29T02:30:56Z,3.4 MiB,636 µs,98.597 ms,6.9 ms,4.627 ms,110.76
10.0.0.180:5000/localredis:latest,2024-05-29T03:19:47Z,3.4 MiB,626 µs,114.22 ms,7.11 ms,4.878 ms,126.834
10.0.0.180:5000/localredis:latest,2024-05-29T03:50:27Z,3.4 MiB,663 µs,104.43 ms,7.866 ms,5.042 ms,118.001
10.0.0.180:5000/localredis:latest,2024-05-29T03:17:21Z,3.4 MiB,666 µs,106.41 ms,7.926 ms,4.934 ms,119.936
10.0.0.180:5000/localredis:latest,2024-05-29T05:48:51Z,3.4 MiB,690 µs,107.2 ms,7.199 ms,4.83 ms,119.919
10.0.0.180:5000/localredis:latest,2024-05-28T21:46:57Z,3.4 MiB,475 µs,85.287 ms,5.133 ms,3.375 ms,94.27
10.0.0.180:5000/localredis:latest,2024-05-28T23:18:23Z,3.4 MiB,740 µs,104.46 ms,8.545 ms,6.209 ms,119.954
10.0.0.180:5000/localredis:latest,2024-05-28T21:32:56Z,3.4 MiB,365 µs,74.408 ms,4.127 ms,2.765 ms,81.665
10.0.0.180:5000/localredis:latest,2024-05-29T02:14:03Z,3.4 MiB,613 µs,98.61 ms,6.479 ms,4.211 ms,109.913
10.0.0.180:5000/localredis:latest,2024-05-29T06:25:03Z,3.4 MiB,697 µs,110.72 ms,7.78 ms,4.969 ms,124.166
10.0.0.180:5000/localredis:latest,2024-05-28T22:40:05Z,3.4 MiB,687 µs,96.641 ms,8.406 ms,5.561 ms,111.295
10.0.0.180:5000/localredis:latest,2024-05-29T09:09:53Z,3.4 MiB,398 µs,79.799 ms,4.277 ms,2.892 ms,87.366
10.0.0.180:5000/localredis:latest,2024-05-29T03:03:12Z,3.4 MiB,639 µs,92.391 ms,6.736 ms,4.356 ms,104.122
10.0.0.180:5000/localredis:latest,2024-05-29T00:59:26Z,3.4 MiB,589 µs,98.086 ms,6.476 ms,4.149 ms,109.3
10.0.0.180:5000/localredis:latest,2024-05-29T07:21:45Z,3.4 MiB,667 µs,105.97 ms,9.126 ms,4.967 ms,120.73
10.0.0.180:5000/localredis:latest,2024-05-29T10:22:59Z,3.4 MiB,2.709 ms,85.104 ms,5.628 ms,3.659 ms,97.1
10.0.0.180:5000/localredis:latest,2024-05-29T11:30:13Z,3.4 MiB,739 µs,116.27 ms,8.074 ms,5.225 ms,130.308
10.0.0.180:5000/localredis:latest,2024-05-28T23:56:45Z,3.4 MiB,612 µs,94.91 ms,7.328 ms,4.772 ms,107.622
10.0.0.180:5000/localredis:latest,2024-05-28T21:54:52Z,3.5 MiB,680 µs,120.47 ms,8.187 ms,5.289 ms,134.626
10.0.0.180:5000/localredis:latest,2024-05-29T02:34:06Z,3.4 MiB,663 µs,98.566 ms,7.406 ms,4.698 ms,111.333
10.0.0.180:5000/localredis:latest,2024-05-29T03:39:26Z,3.4 MiB,543 µs,91.743 ms,6.159 ms,3.934 ms,102.379
10.0.0.180:5000/localredis:latest,2024-05-29T00:45:47Z,3.4 MiB,739 µs,101.68 ms,8.041 ms,5.158 ms,115.618
10.0.0.180:5000/localredis:latest,2024-05-29T09:34:18Z,3.4 MiB,691 µs,106.07 ms,6.946 ms,4.691 ms,118.398
10.0.0.180:5000/localredis:latest,2024-05-28T22:49:10Z,3.4 MiB,652 µs,105.04 ms,7.117 ms,4.497 ms,117.306
10.0.0.180:5000/localredis:latest,2024-05-28T22:39:34Z,3.4 MiB,673 µs,110.22 ms,7.681 ms,4.795 ms,123.369
10.0.0.180:5000/localredis:latest,2024-05-28T23:54:50Z,3.4 MiB,634 µs,108.48 ms,6.986 ms,4.593 ms,120.693
10.0.0.180:5000/localredis:latest,2024-05-29T00:23:43Z,3.4 MiB,704 µs,110.07 ms,8.207 ms,5.329 ms,124.31
10.0.0.180:5000/localredis:latest,2024-05-29T01:20:25Z,3.4 MiB,400 µs,82.196 ms,4.314 ms,2.854 ms,89.764
10.0.0.180:5000/localredis:latest,2024-05-29T09:16:59Z,3.4 MiB,638 µs,99.678 ms,6.821 ms,4.454 ms,111.591
10.0.0.180:5000/localredis:latest,2024-05-29T07:47:44Z,3.4 MiB,368 µs,76.809 ms,4.146 ms,2.788 ms,84.111
10.0.0.180:5000/localredis:latest,2024-05-29T00:39:49Z,3.4 MiB,488 µs,97.718 ms,5.597 ms,3.827 ms,107.63
10.0.0.180:5000/localredis:latest,2024-05-29T09:35:11Z,3.4 MiB,2.919 ms,103.93 ms,5.752 ms,3.612 ms,116.213
10.0.0.180:5000/localredis:latest,2024-05-29T01:54:38Z,3.4 MiB,683 µs,112.77 ms,7.909 ms,5.144 ms,126.506
10.0.0.180:5000/localredis:latest,2024-05-29T07:25:25Z,3.4 MiB,353 µs,74.911 ms,4.327 ms,2.876 ms,82.467
10.0.0.180:5000/localredis:latest,2024-05-29T06:10:37Z,3.4 MiB,482 µs,92.422 ms,7.139 ms,4.543 ms,104.586
10.0.0.180:5000/localredis:latest,2024-05-28T21:07:06Z,3.5 MiB,659 µs,101.58 ms,8.346 ms,5.512 ms,116.097
10.0.0.180:5000/localredis:latest,2024-05-28T22:48:07Z,3.4 MiB,614 µs,99.507 ms,7.184 ms,4.589 ms,111.894
10.0.0.180:5000/localredis:latest,2024-05-29T10:30:59Z,3.4 MiB,674 µs,103.62 ms,7.808 ms,4.913 ms,117.015
10.0.0.180:5000/localredis:latest,2024-05-29T03:13:00Z,3.4 MiB,469 µs,85.419 ms,5.157 ms,3.388 ms,94.433
10.0.0.180:5000/localredis:latest,2024-05-28T22:15:59Z,3.4 MiB,362 µs,74.63 ms,4.18 ms,2.773 ms,81.945
10.0.0.180:5000/localredis:latest,2024-05-29T06:57:06Z,3.4 MiB,653 µs,88.486 ms,6.773 ms,4.458 ms,100.37
10.0.0.180:5000/localredis:latest,2024-05-29T01:27:18Z,3.4 MiB,541 µs,87.232 ms,5.438 ms,3.552 ms,96.763
10.0.0.180:5000/localredis:latest,2024-05-29T04:29:11Z,3.4 MiB,756 µs,112.38 ms,7.363 ms,5.067 ms,125.566
10.0.0.180:5000/localredis:latest,2024-05-29T01:07:27Z,3.4 MiB,643 µs,92.99 ms,6.911 ms,4.485 ms,105.029
10.0.0.180:5000/localredis:latest,2024-05-28T23:28:44Z,3.4 MiB,674 µs,98.741 ms,7.126 ms,4.654 ms,111.195
10.0.0.180:5000/localredis:latest,2024-05-29T01:46:54Z,3.4 MiB,615 µs,101.83 ms,6.971 ms,4.553 ms,113.969
10.0.0.180:5000/localredis:latest,2024-05-28T20:53:52Z,3.5 MiB,642 µs,94.361 ms,7.346 ms,5.075 ms,107.424
10.0.0.180:5000/localredis:latest,2024-05-29T10:23:19Z,3.4 MiB,506 µs,90.137 ms,5.495 ms,3.425 ms,99.563
10.0.0.180:5000/localredis:latest,2024-05-29T06:24:11Z,3.4 MiB,627 µs,100.69 ms,7.091 ms,4.717 ms,113.125
10.0.0.180:5000/localredis:latest,2024-05-29T01:49:01Z,3.4 MiB,637 µs,109.02 ms,6.936 ms,4.61 ms,121.203
10.0.0.180:5000/localredis:latest,2024-05-29T00:10:30Z,3.4 MiB,623 µs,102.95 ms,7.192 ms,4.841 ms,115.606
10.0.0.180:5000/localredis:latest,2024-05-29T10:43:57Z,3.4 MiB,550 µs,93.261 ms,6.766 ms,4.267 ms,104.844
10.0.0.180:5000/localredis:latest,2024-05-29T04:05:28Z,3.4 MiB,660 µs,97.016 ms,7.139 ms,4.673 ms,109.488
10.0.0.180:5000/localredis:latest,2024-05-29T06:22:08Z,3.4 MiB,416 µs,83.893 ms,4.555 ms,3.154 ms,92.018
10.0.0.180:5000/localredis:latest,2024-05-29T02:13:52Z,3.4 MiB,622 µs,103.81 ms,5.226 ms,3.692 ms,113.35
10.0.0.180:5000/localredis:latest,2024-05-29T02:55:17Z,3.4 MiB,679 µs,105.97 ms,7.732 ms,4.902 ms,119.283
10.0.0.180:5000/localredis:latest,2024-05-28T20:31:56Z,3.5 MiB,644 µs,110.46 ms,7.2 ms,4.986 ms,123.29
10.0.0.180:5000/localredis:latest,2024-05-29T08:44:38Z,3.4 MiB,564 µs,93.786 ms,6.855 ms,4.593 ms,105.798
10.0.0.180:5000/localredis:latest,2024-05-29T05:09:39Z,3.4 MiB,689 µs,110.22 ms,7.738 ms,4.822 ms,123.469
10.0.0.180:5000/localredis:latest,2024-05-29T04:37:38Z,3.4 MiB,634 µs,99.527 ms,7.276 ms,5.003 ms,112.44
10.0.0.180:5000/localredis:latest,2024-05-29T04:42:32Z,3.4 MiB,457 µs,88.003 ms,5.04 ms,3.593 ms,97.093
10.0.0.180:5000/localredis:latest,2024-05-29T09:30:10Z,3.4 MiB,669 µs,104.22 ms,6.874 ms,4.524 ms,116.287
10.0.0.180:5000/localredis:latest,2024-05-28T21:51:20Z,3.5 MiB,662 µs,116.72 ms,8.006 ms,5.073 ms,130.461
10.0.0.180:5000/localredis:latest,2024-05-29T05:02:35Z,3.4 MiB,621 µs,99.587 ms,7.016 ms,4.668 ms,111.892
10.0.0.180:5000/localredis:latest,2024-05-29T04:42:01Z,3.4 MiB,683 µs,98.235 ms,7.309 ms,4.749 ms,110.976
10.0.0.180:5000/localredis:latest,2024-05-29T02:17:23Z,3.4 MiB,727 µs,116.09 ms,9.801 ms,6.966 ms,133.584
10.0.0.180:5000/localredis:latest,2024-05-29T07:28:27Z,3.4 MiB,628 µs,104.81 ms,7.06 ms,4.811 ms,117.309
10.0.0.180:5000/localredis:latest,2024-05-29T01:52:31Z,3.4 MiB,424 µs,93.768 ms,4.758 ms,3.251 ms,102.201
10.0.0.180:5000/localredis:latest,2024-05-28T21:53:26Z,3.5 MiB,615 µs,105.99 ms,7.045 ms,4.835 ms,118.485
10.0.0.180:5000/localredis:latest,2024-05-29T09:09:11Z,3.4 MiB,527 µs,95.778 ms,5.242 ms,3.439 ms,104.986
10.0.0.180:5000/localredis:latest,2024-05-28T23:49:22Z,3.4 MiB,644 µs,103.01 ms,7.157 ms,4.889 ms,115.7
10.0.0.180:5000/localredis:latest,2024-05-29T10:18:27Z,3.4 MiB,1.123 ms,96.013 ms,7.982 ms,5.417 ms,110.535
10.0.0.180:5000/localredis:latest,2024-05-29T07:47:23Z,3.4 MiB,605 µs,94.295 ms,6.619 ms,4.326 ms,105.845
10.0.0.180:5000/localredis:latest,2024-05-29T09:31:21Z,3.4 MiB,486 µs,76.92 ms,5.266 ms,3.544 ms,86.216
10.0.0.180:5000/localredis:latest,2024-05-29T00:57:01Z,3.4 MiB,452 µs,82.996 ms,5.774 ms,3.816 ms,93.038
10.0.0.180:5000/localredis:latest,2024-05-29T04:44:17Z,3.4 MiB,689 µs,111.42 ms,7.115 ms,4.903 ms,124.127
10.0.0.180:5000/localredis:latest,2024-05-29T03:26:23Z,3.4 MiB,700 µs,99.842 ms,6.795 ms,4.587 ms,111.924
10.0.0.180:5000/localredis:latest,2024-05-29T01:56:34Z,3.4 MiB,666 µs,109.08 ms,7.143 ms,4.764 ms,121.653
10.0.0.180:5000/localredis:latest,2024-05-29T06:02:59Z,3.4 MiB,638 µs,97.623 ms,7.07 ms,4.774 ms,110.105
10.0.0.180:5000/localredis:latest,2024-05-29T05:05:25Z,3.4 MiB,655 µs,109.79 ms,7.346 ms,4.832 ms,122.623
10.0.0.180:5000/localredis:latest,2024-05-29T04:05:49Z,3.4 MiB,690 µs,114.32 ms,6.819 ms,4.599 ms,126.428
10.0.0.180:5000/localredis:latest,2024-05-29T00:56:29Z,3.4 MiB,685 µs,105.7 ms,7.551 ms,4.747 ms,118.683
