Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
10.0.0.180:5000/localredis:latest,2024-05-29T01:37:33Z,3.4 MiB,538 µs,106.55 ms,5.826 ms,4.046 ms,116.96
10.0.0.180:5000/localredis:latest,2024-05-29T00:37:09Z,3.4 MiB,661 µs,104.77 ms,8.054 ms,5.107 ms,118.592
10.0.0.180:5000/localredis:latest,2024-05-28T21:11:39Z,3.5 MiB,706 µs,112.68 ms,8.178 ms,5.285 ms,126.849
10.0.0.180:5000/localredis:latest,2024-05-29T03:45:51Z,3.4 MiB,773 µs,115.24 ms,8.035 ms,4.914 ms,128.962
10.0.0.180:5000/localredis:latest,2024-05-29T11:20:30Z,3.4 MiB,642 µs,109.71 ms,7.989 ms,5.045 ms,123.386
10.0.0.180:5000/localredis:latest,2024-05-29T06:25:24Z,3.4 MiB,698 µs,99.512 ms,6.761 ms,4.418 ms,111.389
10.0.0.180:5000/localredis:latest,2024-05-29T08:23:36Z,3.4 MiB,603 µs,100.95 ms,6.809 ms,4.451 ms,112.813
10.0.0.180:5000/localredis:latest,2024-05-28T21:59:13Z,3.4 MiB,494 µs,86.125 ms,5.66 ms,3.664 ms,95.943
10.0.0.180:5000/localredis:latest,2024-05-29T01:00:40Z,3.4 MiB,671 µs,120.75 ms,7.438 ms,4.753 ms,133.612
10.0.0.180:5000/localredis:latest,2024-05-29T02:14:23Z,3.4 MiB,624 µs,103.22 ms,7.014 ms,4.661 ms,115.519
10.0.0.180:5000/localredis:latest,2024-05-29T06:37:29Z,3.4 MiB,741 µs,113.6 ms,6.679 ms,4.289 ms,125.309
10.0.0.180:5000/localredis:latest,2024-05-29T05:58:11Z,3.4 MiB,508 µs,87.191 ms,5.857 ms,3.962 ms,97.518
10.0.0.180:5000/localredis:latest,2024-05-29T00:42:07Z,3.4 MiB,566 µs,84.408 ms,4.537 ms,3.067 ms,92.578
10.0.0.180:5000/localredis:latest,2024-05-29T10:16:53Z,3.4 MiB,678 µs,109.94 ms,7.742 ms,5.17 ms,123.53
10.0.0.180:5000/localredis:latest,2024-05-28T23:36:31Z,3.4 MiB,514 µs,94.608 ms,6.681 ms,4.271 ms,106.074
10.0.0.180:5000/localredis:latest,2024-05-29T06:56:23Z,3.4 MiB,660 µs,93.483 ms,7.612 ms,5.246 ms,107.001
10.0.0.180:5000/localredis:latest,2024-05-28T23:53:36Z,3.4 MiB,632 µs,99.505 ms,7.783 ms,5.002 ms,112.922
10.0.0.180:5000/localredis:latest,2024-05-29T03:42:02Z,3.4 MiB,1.023 ms,128.87 ms,11.293 ms,7.798 ms,148.984
10.0.0.180:5000/localredis:latest,2024-05-29T01:10:05Z,3.4 MiB,556 µs,91.179 ms,6.7 ms,4.441 ms,102.876
10.0.0.180:5000/localredis:latest,2024-05-28T22:02:32Z,3.5 MiB,673 µs,105.07 ms,7.711 ms,4.781 ms,118.235
10.0.0.180:5000/localredis:latest,2024-05-29T04:00:13Z,3.4 MiB,647 µs,101.09 ms,7.229 ms,4.869 ms,113.835
10.0.0.180:5000/localredis:latest,2024-05-29T04:19:14Z,3.4 MiB,386 µs,90.531 ms,4.279 ms,2.824 ms,98.02
10.0.0.180:5000/localredis:latest,2024-05-29T04:58:40Z,3.4 MiB,658 µs,101.53 ms,7.852 ms,4.92 ms,114.96
10.0.0.180:5000/localredis:latest,2024-05-29T11:01:24Z,3.4 MiB,398 µs,74.691 ms,4.163 ms,2.771 ms,82.023
10.0.0.180:5000/localredis:latest,2024-05-29T06:55:31Z,3.4 MiB,791 µs,117.31 ms,7.864 ms,4.993 ms,130.958
10.0.0.180:5000/localredis:latest,2024-05-29T10:40:40Z,3.4 MiB,574 µs,82.084 ms,4.342 ms,2.846 ms,89.846
10.0.0.180:5000/localredis:latest,2024-05-29T05:36:56Z,3.4 MiB,636 µs,110.42 ms,6.908 ms,4.604 ms,122.568
10.0.0.180:5000/localredis:latest,2024-05-29T06:46:03Z,3.4 MiB,617 µs,105.1 ms,7.068 ms,4.73 ms,117.515
10.0.0.180:5000/localredis:latest,2024-05-29T09:43:19Z,3.4 MiB,403 µs,89.477 ms,4.704 ms,3.211 ms,97.795
10.0.0.180:5000/localredis:latest,2024-05-29T07:41:02Z,3.4 MiB,734 µs,104 ms,7.939 ms,5.153 ms,117.826
10.0.0.180:5000/localredis:latest,2024-05-29T00:05:29Z,3.4 MiB,605 µs,100.86 ms,6.525 ms,4.242 ms,112.232
10.0.0.180:5000/localredis:latest,2024-05-29T08:23:57Z,3.4 MiB,664 µs,101.97 ms,6.849 ms,4.615 ms,114.098
10.0.0.180:5000/localredis:latest,2024-05-29T09:23:14Z,3.4 MiB,627 µs,106.18 ms,7.256 ms,4.968 ms,119.031
10.0.0.180:5000/localredis:latest,2024-05-29T02:09:30Z,3.4 MiB,495 µs,81.641 ms,5.243 ms,3.479 ms,90.858
10.0.0.180:5000/localredis:latest,2024-05-29T04:26:47Z,3.4 MiB,665 µs,122.21 ms,7.021 ms,4.731 ms,134.627
10.0.0.180:5000/localredis:latest,2024-05-28T21:27:27Z,3.4 MiB,663 µs,90.435 ms,6.806 ms,4.441 ms,102.345
10.0.0.180:5000/localredis:latest,2024-05-28T21:43:37Z,3.5 MiB,658 µs,114.39 ms,7.258 ms,4.985 ms,127.291
10.0.0.180:5000/localredis:latest,2024-05-28T21:42:45Z,3.4 MiB,485 µs,91.237 ms,5.12 ms,3.4 ms,100.242
10.0.0.180:5000/localredis:latest,2024-05-28T21:09:43Z,3.4 MiB,666 µs,99.868 ms,6.986 ms,4.658 ms,112.178
10.0.0.180:5000/localredis:latest,2024-05-29T10:55:44Z,3.4 MiB,516 µs,80.204 ms,5.061 ms,3.356 ms,89.137
10.0.0.180:5000/localredis:latest,2024-05-29T00:59:47Z,3.4 MiB,368 µs,78.574 ms,4.485 ms,3.134 ms,86.561
10.0.0.180:5000/localredis:latest,2024-05-29T08:16:07Z,3.4 MiB,371 µs,76.935 ms,4.202 ms,2.837 ms,84.345
10.0.0.180:5000/localredis:latest,2024-05-29T05:06:41Z,3.4 MiB,564 µs,85.582 ms,5.728 ms,3.939 ms,95.813
10.0.0.180:5000/localredis:latest,2024-05-29T00:44:46Z,3.4 MiB,678 µs,120.69 ms,7.102 ms,4.748 ms,133.218
10.0.0.180:5000/localredis:latest,2024-05-29T02:32:41Z,3.4 MiB,649 µs,86.842 ms,7.849 ms,5.037 ms,100.377
10.0.0.180:5000/localredis:latest,2024-05-29T03:22:13Z,3.4 MiB,665 µs,113.69 ms,7.581 ms,4.691 ms,126.627
10.0.0.180:5000/localredis:latest,2024-05-29T09:21:51Z,3.4 MiB,688 µs,104.89 ms,7.647 ms,4.968 ms,118.193
10.0.0.180:5000/localredis:latest,2024-05-29T00:50:51Z,3.4 MiB,594 µs,98.61 ms,6.598 ms,4.359 ms,110.161
10.0.0.180:5000/localredis:latest,2024-05-28T23:16:48Z,3.4 MiB,690 µs,90.898 ms,7.726 ms,4.743 ms,104.057
10.0.0.180:5000/localredis:latest,2024-05-28T22:11:29Z,3.4 MiB,648 µs,97.235 ms,7.39 ms,4.946 ms,110.219
10.0.0.180:5000/localredis:latest,2024-05-29T03:58:49Z,3.4 MiB,618 µs,102.86 ms,6.943 ms,4.703 ms,115.124
10.0.0.180:5000/localredis:latest,2024-05-29T07:11:21Z,3.4 MiB,639 µs,101.5 ms,7.547 ms,4.838 ms,114.524
10.0.0.180:5000/localredis:latest,2024-05-29T10:51:09Z,3.4 MiB,371 µs,83.501 ms,4.568 ms,3 ms,91.44
10.0.0.180:5000/localredis:latest,2024-05-28T20:55:15Z,3.5 MiB,715 µs,99.687 ms,7.361 ms,5.19 ms,112.953
10.0.0.180:5000/localredis:latest,2024-05-29T04:31:37Z,3.4 MiB,619 µs,105.22 ms,7.915 ms,5.341 ms,119.095
10.0.0.180:5000/localredis:latest,2024-05-29T03:19:58Z,3.4 MiB,395 µs,86.564 ms,5.329 ms,2.771 ms,95.059
10.0.0.180:5000/localredis:latest,2024-05-29T03:25:31Z,3.4 MiB,395 µs,90.692 ms,4.091 ms,2.685 ms,97.863
10.0.0.180:5000/localredis:latest,2024-05-28T20:46:46Z,3.4 MiB,499 µs,82.059 ms,5.225 ms,3.412 ms,91.195
10.0.0.180:5000/localredis:latest,2024-05-28T21:40:17Z,3.4 MiB,566 µs,100.98 ms,6.569 ms,4.241 ms,112.356
10.0.0.180:5000/localredis:latest,2024-05-29T11:28:38Z,3.4 MiB,382 µs,83.087 ms,4.12 ms,2.685 ms,90.274
10.0.0.180:5000/localredis:latest,2024-05-29T04:17:51Z,3.4 MiB,465 µs,87.554 ms,5.581 ms,3.588 ms,97.188
10.0.0.180:5000/localredis:latest,2024-05-29T09:36:46Z,3.4 MiB,677 µs,105.37 ms,6.777 ms,4.53 ms,117.354
10.0.0.180:5000/localredis:latest,2024-05-28T21:10:47Z,3.4 MiB,447 µs,75.94 ms,4.553 ms,2.901 ms,83.841
10.0.0.180:5000/localredis:latest,2024-05-29T01:31:30Z,3.4 MiB,493 µs,81.825 ms,5.555 ms,3.504 ms,91.377
10.0.0.180:5000/localredis:latest,2024-05-29T08:12:19Z,3.4 MiB,667 µs,92.212 ms,7.446 ms,4.833 ms,105.158
10.0.0.180:5000/localredis:latest,2024-05-29T01:35:08Z,3.4 MiB,632 µs,99.362 ms,6.342 ms,4.082 ms,110.418
10.0.0.180:5000/localredis:latest,2024-05-29T06:20:33Z,3.4 MiB,572 µs,106.16 ms,6.748 ms,4.331 ms,117.811
10.0.0.180:5000/localredis:latest,2024-05-29T09:26:12Z,3.4 MiB,753 µs,96.432 ms,6.939 ms,4.452 ms,108.576
10.0.0.180:5000/localredis:latest,2024-05-28T22:32:58Z,3.4 MiB,685 µs,105.27 ms,7.166 ms,4.649 ms,117.77
10.0.0.180:5000/localredis:latest,2024-05-28T21:28:18Z,3.5 MiB,799 µs,107.82 ms,7.869 ms,5.043 ms,121.531
10.0.0.180:5000/localredis:latest,2024-05-28T22:38:31Z,3.4 MiB,663 µs,104.56 ms,6.886 ms,4.692 ms,116.801
10.0.0.180:5000/localredis:latest,2024-05-29T08:00:25Z,3.4 MiB,619 µs,94.724 ms,7.034 ms,4.604 ms,106.981
10.0.0.180:5000/localredis:latest,2024-05-29T10:57:09Z,3.4 MiB,544 µs,90.079 ms,6.916 ms,4.837 ms,102.376
10.0.0.180:5000/localredis:latest,2024-05-29T04:48:51Z,3.4 MiB,711 µs,95.745 ms,6.627 ms,4.385 ms,107.468
10.0.0.180:5000/localredis:latest,2024-05-29T03:27:45Z,3.4 MiB,753 µs,112.11 ms,7.639 ms,4.833 ms,125.335
10.0.0.180:5000/localredis:latest,2024-05-29T06:32:37Z,3.4 MiB,617 µs,112.71 ms,7.055 ms,4.62 ms,125.002
10.0.0.180:5000/localredis:latest,2024-05-29T08:43:35Z,3.4 MiB,377 µs,82.323 ms,4.568 ms,2.921 ms,90.189
10.0.0.180:5000/localredis:latest,2024-05-28T21:25:24Z,3.4 MiB,684 µs,98.995 ms,6.566 ms,4.196 ms,110.441
10.0.0.180:5000/localredis:latest,2024-05-29T11:08:15Z,3.4 MiB,760 µs,111.38 ms,7.434 ms,5.088 ms,124.662
10.0.0.180:5000/localredis:latest,2024-05-29T05:41:51Z,3.4 MiB,630 µs,103.15 ms,6.847 ms,4.61 ms,115.237
10.0.0.180:5000/localredis:latest,2024-05-29T00:18:40Z,3.4 MiB,580 µs,90.988 ms,6.474 ms,4.19 ms,102.232
10.0.0.180:5000/localredis:latest,2024-05-29T08:03:04Z,3.4 MiB,776 µs,110.42 ms,7.023 ms,4.733 ms,122.952
10.0.0.180:5000/localredis:latest,2024-05-28T22:51:48Z,3.4 MiB,689 µs,106.29 ms,6.856 ms,4.496 ms,118.331
10.0.0.180:5000/localredis:latest,2024-05-29T05:00:27Z,3.4 MiB,737 µs,107.46 ms,7.28 ms,4.834 ms,120.311
10.0.0.180:5000/localredis:latest,2024-05-29T03:37:40Z,3.4 MiB,501 µs,87.668 ms,5.804 ms,3.615 ms,97.588
10.0.0.180:5000/localredis:latest,2024-05-29T01:08:10Z,3.4 MiB,578 µs,94.032 ms,6.3 ms,3.996 ms,104.906
10.0.0.180:5000/localredis:latest,2024-05-29T01:53:23Z,3.4 MiB,575 µs,98.346 ms,6.584 ms,4.388 ms,109.893
10.0.0.180:5000/localredis:latest,2024-05-29T10:06:29Z,3.4 MiB,596 µs,81.913 ms,6.701 ms,4.331 ms,93.541
10.0.0.180:5000/localredis:latest,2024-05-28T22:56:42Z,3.4 MiB,650 µs,104.78 ms,8.714 ms,5.925 ms,120.069
10.0.0.180:5000/localredis:latest,2024-05-29T11:31:14Z,3.4 MiB,754 µs,107.94 ms,6.943 ms,4.663 ms,120.3
10.0.0.180:5000/localredis:latest,2024-05-29T06:20:44Z,3.4 MiB,529 µs,85.94 ms,5.593 ms,3.478 ms,95.54
10.0.0.180:5000/localredis:latest,2024-05-29T06:45:20Z,3.4 MiB,632 µs,109.2 ms,7.02 ms,4.391 ms,121.243
10.0.0.180:5000/localredis:latest,2024-05-29T01:41:10Z,3.4 MiB,587 µs,83.942 ms,5.256 ms,3.541 ms,93.326
10.0.0.180:5000/localredis:latest,2024-05-29T04:22:35Z,3.4 MiB,474 µs,97.905 ms,5.395 ms,3.359 ms,107.133
10.0.0.180:5000/localredis:latest,2024-05-29T03:36:47Z,3.4 MiB,709 µs,103.76 ms,7.011 ms,4.753 ms,116.233
10.0.0.180:5000/localredis:latest,2024-05-29T05:57:17Z,3.4 MiB,680 µs,105.02 ms,7.209 ms,4.688 ms,117.597
10.0.0.180:5000/localredis:latest,2024-05-29T10:26:55Z,3.4 MiB,438 µs,70.354 ms,4.652 ms,3.034 ms,78.478
10.0.0.180:5000/localredis:latest,2024-05-29T05:07:13Z,3.4 MiB,695 µs,108.69 ms,8.44 ms,5.509 ms,123.334
10.0.0.180:5000/localredis:latest,2024-05-29T10:49:14Z,3.4 MiB,678 µs,101.95 ms,7.857 ms,4.99 ms,115.475
10.0.0.180:5000/localredis:latest,2024-05-28T20:44:52Z,3.5 MiB,633 µs,104.47 ms,7.375 ms,5.094 ms,117.572
10.0.0.180:5000/localredis:latest,2024-05-29T00:05:40Z,3.4 MiB,722 µs,110.6 ms,6.997 ms,4.72 ms,123.039
10.0.0.180:5000/localredis:latest,2024-05-29T06:17:57Z,3.4 MiB,685 µs,105.99 ms,7.571 ms,4.789 ms,119.035
10.0.0.180:5000/localredis:latest,2024-05-29T00:29:31Z,3.4 MiB,553 µs,89.978 ms,6.112 ms,3.937 ms,100.58
10.0.0.180:5000/localredis:latest,2024-05-29T06:43:43Z,3.4 MiB,630 µs,99.406 ms,7.518 ms,5.164 ms,112.718
10.0.0.180:5000/localredis:latest,2024-05-29T09:05:57Z,3.4 MiB,678 µs,98.811 ms,6.719 ms,4.24 ms,110.448
10.0.0.180:5000/localredis:latest,2024-05-29T00:49:25Z,3.4 MiB,622 µs,99.428 ms,7.802 ms,5.28 ms,113.132
10.0.0.180:5000/localredis:latest,2024-05-29T10:33:17Z,3.4 MiB,447 µs,89.168 ms,5.427 ms,3.695 ms,98.737
10.0.0.180:5000/localredis:latest,2024-05-29T03:04:25Z,3.4 MiB,653 µs,104.04 ms,6.584 ms,4.385 ms,115.662
10.0.0.180:5000/localredis:latest,2024-05-29T08:26:05Z,3.4 MiB,640 µs,120.59 ms,7.072 ms,4.786 ms,133.088
10.0.0.180:5000/localredis:latest,2024-05-29T07:29:21Z,3.4 MiB,402 µs,81.991 ms,4.259 ms,2.806 ms,89.458
10.0.0.180:5000/localredis:latest,2024-05-28T21:47:39Z,3.4 MiB,445 µs,98.162 ms,6.837 ms,4.419 ms,109.863
10.0.0.180:5000/localredis:latest,2024-05-29T07:55:59Z,3.4 MiB,670 µs,110.8 ms,7.991 ms,5.096 ms,124.557
10.0.0.180:5000/localredis:latest,2024-05-29T11:22:34Z,3.4 MiB,629 µs,101.16 ms,6.901 ms,4.508 ms,113.198
10.0.0.180:5000/localredis:latest,2024-05-29T01:49:44Z,3.4 MiB,639 µs,97.925 ms,7.656 ms,4.795 ms,111.015
10.0.0.180:5000/localredis:latest,2024-05-29T07:36:37Z,3.4 MiB,656 µs,101.08 ms,7.305 ms,4.931 ms,113.972
10.0.0.180:5000/localredis:latest,2024-05-28T22:17:03Z,3.4 MiB,681 µs,109.6 ms,8.5 ms,5.864 ms,124.645
10.0.0.180:5000/localredis:latest,2024-05-28T20:55:36Z,3.5 MiB,615 µs,101.57 ms,7.593 ms,5.268 ms,115.046
10.0.0.180:5000/localredis:latest,2024-05-29T07:23:10Z,3.4 MiB,632 µs,109.69 ms,9.34 ms,7.015 ms,126.677
10.0.0.180:5000/localredis:latest,2024-05-29T09:57:22Z,3.4 MiB,642 µs,92.197 ms,7.12 ms,4.598 ms,104.557
10.0.0.180:5000/localredis:latest,2024-05-29T03:49:44Z,3.4 MiB,719 µs,110.01 ms,7.005 ms,4.616 ms,122.35
10.0.0.180:5000/localredis:latest,2024-05-29T00:34:36Z,3.4 MiB,781 µs,111.93 ms,8.337 ms,5.548 ms,126.596
10.0.0.180:5000/localredis:latest,2024-05-29T05:50:04Z,3.4 MiB,659 µs,96.846 ms,7.447 ms,4.818 ms,109.77
10.0.0.180:5000/localredis:latest,2024-05-29T08:11:05Z,3.4 MiB,711 µs,115.78 ms,7.285 ms,4.964 ms,128.74
10.0.0.180:5000/localredis:latest,2024-05-29T08:00:47Z,3.4 MiB,646 µs,107.87 ms,6.645 ms,4.352 ms,119.513
10.0.0.180:5000/localredis:latest,2024-05-29T02:08:26Z,3.4 MiB,610 µs,96.651 ms,6.843 ms,4.586 ms,108.69
10.0.0.180:5000/localredis:latest,2024-05-28T23:19:57Z,3.4 MiB,519 µs,83.932 ms,5.382 ms,3.57 ms,93.403
10.0.0.180:5000/localredis:latest,2024-05-28T23:21:10Z,3.4 MiB,516 µs,89.939 ms,5.668 ms,4.008 ms,100.131
10.0.0.180:5000/localredis:latest,2024-05-29T05:42:54Z,3.4 MiB,852 µs,112.04 ms,8.166 ms,5.299 ms,126.357
10.0.0.180:5000/localredis:latest,2024-05-29T01:11:40Z,3.4 MiB,629 µs,99.189 ms,6.863 ms,4.604 ms,111.285
10.0.0.180:5000/localredis:latest,2024-05-29T00:00:16Z,3.4 MiB,610 µs,72.119 ms,4.231 ms,2.86 ms,79.82
10.0.0.180:5000/localredis:latest,2024-05-29T01:30:58Z,3.4 MiB,641 µs,109.22 ms,7.006 ms,4.759 ms,121.626
10.0.0.180:5000/localredis:latest,2024-05-29T03:28:06Z,3.4 MiB,635 µs,109.35 ms,6.851 ms,4.58 ms,121.416
10.0.0.180:5000/localredis:latest,2024-05-29T09:00:28Z,3.4 MiB,626 µs,102.62 ms,7.017 ms,4.7 ms,114.963
10.0.0.180:5000/localredis:latest,2024-05-29T10:45:51Z,3.4 MiB,509 µs,88.831 ms,4.852 ms,3.206 ms,97.398
10.0.0.180:5000/localredis:latest,2024-05-29T03:59:31Z,3.4 MiB,657 µs,105.21 ms,6.994 ms,4.711 ms,117.572
10.0.0.180:5000/localredis:latest,2024-05-29T03:09:29Z,3.4 MiB,485 µs,88.701 ms,5.29 ms,3.66 ms,98.136
10.0.0.180:5000/localredis:latest,2024-05-28T21:43:48Z,3.4 MiB,649 µs,101.01 ms,7.478 ms,4.818 ms,113.955
10.0.0.180:5000/localredis:latest,2024-05-29T04:33:57Z,3.4 MiB,616 µs,104.56 ms,6.874 ms,4.556 ms,116.606
10.0.0.180:5000/localredis:latest,2024-05-29T10:05:04Z,3.4 MiB,644 µs,99.99 ms,7.317 ms,4.838 ms,112.789
10.0.0.180:5000/localredis:latest,2024-05-29T08:08:17Z,3.4 MiB,719 µs,101.92 ms,7.931 ms,5.1 ms,115.67
10.0.0.180:5000/localredis:latest,2024-05-28T22:55:08Z,3.4 MiB,585 µs,79.848 ms,6.325 ms,4.137 ms,90.895
10.0.0.180:5000/localredis:latest,2024-05-29T05:42:12Z,3.4 MiB,677 µs,110.55 ms,7.723 ms,4.893 ms,123.843
10.0.0.180:5000/localredis:latest,2024-05-29T10:54:40Z,3.4 MiB,647 µs,97.236 ms,7.356 ms,4.99 ms,110.229
10.0.0.180:5000/localredis:latest,2024-05-28T21:09:11Z,3.5 MiB,783 µs,116.37 ms,8.92 ms,6.532 ms,132.605
10.0.0.180:5000/localredis:latest,2024-05-28T21:31:01Z,3.5 MiB,663 µs,108.98 ms,7.054 ms,4.766 ms,121.463
10.0.0.180:5000/localredis:latest,2024-05-28T21:04:49Z,3.4 MiB,607 µs,98.818 ms,6.858 ms,4.488 ms,110.771
10.0.0.180:5000/localredis:latest,2024-05-29T06:37:50Z,3.4 MiB,608 µs,103.5 ms,6.576 ms,4.35 ms,115.034
10.0.0.180:5000/localredis:latest,2024-05-29T09:21:19Z,3.4 MiB,988 µs,102.78 ms,6.701 ms,4.464 ms,114.933
10.0.0.180:5000/localredis:latest,2024-05-28T20:33:31Z,3.4 MiB,508 µs,81.916 ms,5.224 ms,3.435 ms,91.083
10.0.0.180:5000/localredis:latest,2024-05-29T07:40:52Z,3.4 MiB,684 µs,106.48 ms,7.858 ms,5.038 ms,120.06
10.0.0.180:5000/localredis:latest,2024-05-29T08:43:24Z,3.4 MiB,716 µs,108.5 ms,6.895 ms,4.278 ms,120.389
10.0.0.180:5000/localredis:latest,2024-05-29T04:48:30Z,3.4 MiB,650 µs,100.16 ms,6.499 ms,4.147 ms,111.456
10.0.0.180:5000/localredis:latest,2024-05-29T07:18:10Z,3.4 MiB,671 µs,104.23 ms,7.198 ms,4.69 ms,116.789
10.0.0.180:5000/localredis:latest,2024-05-29T10:58:03Z,3.4 MiB,684 µs,111.45 ms,9.287 ms,5.125 ms,126.546
10.0.0.180:5000/localredis:latest,2024-05-29T03:53:04Z,3.4 MiB,692 µs,99.202 ms,7.724 ms,4.88 ms,112.498
10.0.0.180:5000/localredis:latest,2024-05-28T20:42:13Z,3.4 MiB,653 µs,102.48 ms,7.234 ms,4.818 ms,115.185
10.0.0.180:5000/localredis:latest,2024-05-28T23:32:58Z,3.4 MiB,611 µs,95.634 ms,6.577 ms,4.33 ms,107.152
10.0.0.180:5000/localredis:latest,2024-05-29T03:00:33Z,3.4 MiB,668 µs,105.14 ms,6.916 ms,4.493 ms,117.217
10.0.0.180:5000/localredis:latest,2024-05-29T02:18:05Z,3.4 MiB,738 µs,109.61 ms,8.109 ms,5.276 ms,123.733
10.0.0.180:5000/localredis:latest,2024-05-29T05:06:09Z,3.4 MiB,689 µs,105.17 ms,7.052 ms,4.7 ms,117.611
10.0.0.180:5000/localredis:latest,2024-05-29T10:44:39Z,3.4 MiB,711 µs,102.34 ms,7.828 ms,5.03 ms,115.909
10.0.0.180:5000/localredis:latest,2024-05-29T07:06:53Z,3.4 MiB,520 µs,96.159 ms,6.074 ms,3.608 ms,106.361
10.0.0.180:5000/localredis:latest,2024-05-29T01:18:28Z,3.4 MiB,627 µs,109.17 ms,6.896 ms,4.636 ms,121.329
10.0.0.180:5000/localredis:latest,2024-05-29T02:05:59Z,3.4 MiB,470 µs,82.813 ms,5.283 ms,3.427 ms,91.993
10.0.0.180:5000/localredis:latest,2024-05-28T21:11:08Z,3.4 MiB,499 µs,88.012 ms,5.198 ms,3.378 ms,97.087
10.0.0.180:5000/localredis:latest,2024-05-29T02:05:28Z,3.4 MiB,657 µs,112.6 ms,6.957 ms,4.688 ms,124.902
10.0.0.180:5000/localredis:latest,2024-05-29T05:08:16Z,3.4 MiB,643 µs,85.756 ms,5.505 ms,3.774 ms,95.678
10.0.0.180:5000/localredis:latest,2024-05-28T22:07:26Z,3.5 MiB,688 µs,103.91 ms,7.378 ms,5.047 ms,117.023
10.0.0.180:5000/localredis:latest,2024-05-29T09:57:11Z,3.4 MiB,692 µs,104.42 ms,6.539 ms,4.221 ms,115.872
10.0.0.180:5000/localredis:latest,2024-05-29T07:22:59Z,3.4 MiB,694 µs,100.2 ms,7.203 ms,4.634 ms,112.731
10.0.0.180:5000/localredis:latest,2024-05-29T05:25:09Z,3.4 MiB,589 µs,93.119 ms,6.214 ms,3.952 ms,103.874
10.0.0.180:5000/localredis:latest,2024-05-28T20:51:56Z,3.4 MiB,483 µs,87.756 ms,5.12 ms,3.433 ms,96.792
10.0.0.180:5000/localredis:latest,2024-05-29T03:41:21Z,3.4 MiB,736 µs,117.77 ms,7.147 ms,4.847 ms,130.5
10.0.0.180:5000/localredis:latest,2024-05-29T00:24:35Z,3.4 MiB,421 µs,77.342 ms,4.826 ms,2.96 ms,85.549
10.0.0.180:5000/localredis:latest,2024-05-29T04:25:33Z,3.4 MiB,645 µs,105.72 ms,6.445 ms,4.118 ms,116.928
10.0.0.180:5000/localredis:latest,2024-05-29T10:22:06Z,3.4 MiB,624 µs,98.125 ms,6.904 ms,4.651 ms,110.304
10.0.0.180:5000/localredis:latest,2024-05-29T09:51:55Z,3.4 MiB,616 µs,110.31 ms,6.837 ms,4.637 ms,122.4
10.0.0.180:5000/localredis:latest,2024-05-29T06:13:46Z,3.4 MiB,671 µs,93.839 ms,6.925 ms,4.596 ms,106.031
10.0.0.180:5000/localredis:latest,2024-05-29T01:24:56Z,3.4 MiB,462 µs,94.46 ms,5.266 ms,3.436 ms,103.624
10.0.0.180:5000/localredis:latest,2024-05-29T00:44:35Z,3.4 MiB,602 µs,96.91 ms,7.376 ms,5.075 ms,109.963
10.0.0.180:5000/localredis:latest,2024-05-28T23:24:51Z,3.4 MiB,616 µs,91.591 ms,7.011 ms,4.618 ms,103.836
10.0.0.180:5000/localredis:latest,2024-05-29T07:18:31Z,3.4 MiB,722 µs,99.761 ms,6.749 ms,4.494 ms,111.726
10.0.0.180:5000/localredis:latest,2024-05-29T01:12:43Z,3.4 MiB,596 µs,104.96 ms,6.566 ms,4.303 ms,116.425
10.0.0.180:5000/localredis:latest,2024-05-29T08:16:38Z,3.4 MiB,732 µs,99.999 ms,8.031 ms,5.118 ms,113.88
10.0.0.180:5000/localredis:latest,2024-05-29T07:38:00Z,3.4 MiB,527 µs,82.824 ms,4.857 ms,3.4 ms,91.608
10.0.0.180:5000/localredis:latest,2024-05-29T11:26:42Z,3.4 MiB,669 µs,107.73 ms,7.014 ms,4.805 ms,120.218
10.0.0.180:5000/localredis:latest,2024-05-29T00:40:00Z,3.4 MiB,859 µs,107.79 ms,9.445 ms,6.388 ms,124.482
10.0.0.180:5000/localredis:latest,2024-05-29T06:44:58Z,3.4 MiB,639 µs,94.88 ms,6.86 ms,4.647 ms,107.026
10.0.0.180:5000/localredis:latest,2024-05-29T10:18:59Z,3.4 MiB,658 µs,98.968 ms,6.518 ms,4.327 ms,110.471
10.0.0.180:5000/localredis:latest,2024-05-29T03:28:58Z,3.4 MiB,748 µs,95.665 ms,7.818 ms,5.321 ms,109.552
10.0.0.180:5000/localredis:latest,2024-05-29T06:38:44Z,3.4 MiB,496 µs,87.306 ms,5.639 ms,3.873 ms,97.314
10.0.0.180:5000/localredis:latest,2024-05-29T10:05:25Z,3.4 MiB,660 µs,96.937 ms,6.589 ms,4.33 ms,108.516
10.0.0.180:5000/localredis:latest,2024-05-29T09:12:40Z,3.4 MiB,697 µs,78.865 ms,5.64 ms,3.617 ms,88.819
10.0.0.180:5000/localredis:latest,2024-05-29T10:21:34Z,3.4 MiB,605 µs,93.333 ms,6.93 ms,4.622 ms,105.49
10.0.0.180:5000/localredis:latest,2024-05-29T07:30:55Z,3.4 MiB,669 µs,113.23 ms,6.762 ms,4.464 ms,125.125
10.0.0.180:5000/localredis:latest,2024-05-29T07:36:27Z,3.4 MiB,660 µs,108.54 ms,7.889 ms,5.062 ms,122.151
