Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
10.0.0.180:5000/localredis:latest,2024-05-27T20:50:22Z,2.8 MiB,431 µs,71.632 ms,4.038 ms,2.631 ms,78.732
10.0.0.180:5000/localredis:latest,2024-05-28T08:30:53Z,2.6 MiB,689 µs,114.06 ms,5.676 ms,3.419 ms,123.844
10.0.0.180:5000/localredis:latest,2024-05-28T07:26:40Z,2.6 MiB,446 µs,74.231 ms,4.48 ms,2.824 ms,81.981
10.0.0.180:5000/localredis:latest,2024-05-28T02:20:43Z,2.8 MiB,415 µs,79.431 ms,3.846 ms,2.442 ms,86.134
10.0.0.180:5000/localredis:latest,2024-05-28T10:08:40Z,2.6 MiB,674 µs,109.46 ms,6.499 ms,3.975 ms,120.608
10.0.0.180:5000/localredis:latest,2024-05-28T07:36:09Z,2.6 MiB,462 µs,74.064 ms,4.458 ms,2.779 ms,81.763
10.0.0.180:5000/localredis:latest,2024-05-28T08:20:46Z,2.6 MiB,423 µs,73.08 ms,4.411 ms,2.764 ms,80.678
10.0.0.180:5000/localredis:latest,2024-05-28T08:20:55Z,2.6 MiB,659 µs,104.36 ms,5.923 ms,3.704 ms,114.646
10.0.0.180:5000/localredis:latest,2024-05-28T10:42:11Z,2.6 MiB,622 µs,94.66 ms,5.831 ms,3.67 ms,104.783
10.0.0.180:5000/localredis:latest,2024-05-27T22:23:34Z,2.6 MiB,660 µs,97.225 ms,5.591 ms,3.364 ms,106.84
10.0.0.180:5000/localredis:latest,2024-05-28T05:22:50Z,2.6 MiB,620 µs,105.64 ms,5.581 ms,3.336 ms,115.177
10.0.0.180:5000/localredis:latest,2024-05-28T08:51:09Z,2.6 MiB,368 µs,73.377 ms,3.597 ms,2.205 ms,79.547
10.0.0.180:5000/localredis:latest,2024-05-28T06:54:00Z,2.6 MiB,657 µs,102.09 ms,6.453 ms,3.81 ms,113.01
10.0.0.180:5000/localredis:latest,2024-05-28T10:22:16Z,2.6 MiB,630 µs,87.503 ms,5.842 ms,3.595 ms,97.57
10.0.0.180:5000/localredis:latest,2024-05-28T03:42:47Z,2.8 MiB,378 µs,75.44 ms,3.62 ms,2.179 ms,81.617
10.0.0.180:5000/localredis:latest,2024-05-28T06:18:56Z,2.6 MiB,449 µs,74.391 ms,4.01 ms,2.546 ms,81.396
10.0.0.180:5000/localredis:latest,2024-05-28T09:42:44Z,2.6 MiB,393 µs,79.657 ms,3.422 ms,2.103 ms,85.575
10.0.0.180:5000/localredis:latest,2024-05-27T23:40:55Z,2.6 MiB,536 µs,89.591 ms,4.486 ms,2.826 ms,97.439
10.0.0.180:5000/localredis:latest,2024-05-28T07:46:19Z,2.6 MiB,398 µs,82.992 ms,3.662 ms,2.326 ms,89.378
10.0.0.180:5000/localredis:latest,2024-05-28T00:17:19Z,2.8 MiB,375 µs,75.159 ms,4.049 ms,2.592 ms,82.175
10.0.0.180:5000/localredis:latest,2024-05-28T02:10:25Z,2.8 MiB,386 µs,73.402 ms,3.918 ms,2.556 ms,80.262
10.0.0.180:5000/localredis:latest,2024-05-28T01:17:50Z,2.6 MiB,659 µs,101.96 ms,6.005 ms,3.838 ms,112.462
10.0.0.180:5000/localredis:latest,2024-05-28T02:17:59Z,2.6 MiB,682 µs,89.052 ms,6.112 ms,3.558 ms,99.404
10.0.0.180:5000/localredis:latest,2024-05-28T10:25:03Z,2.6 MiB,663 µs,95.737 ms,6.329 ms,4.008 ms,106.737
10.0.0.180:5000/localredis:latest,2024-05-28T10:56:12Z,2.6 MiB,641 µs,102.34 ms,6.018 ms,3.702 ms,112.701
10.0.0.180:5000/localredis:latest,2024-05-28T08:46:48Z,2.6 MiB,441 µs,72.08 ms,3.63 ms,2.122 ms,78.273
10.0.0.180:5000/localredis:latest,2024-05-28T07:13:15Z,2.6 MiB,647 µs,104.66 ms,5.683 ms,3.482 ms,114.472
10.0.0.180:5000/localredis:latest,2024-05-28T06:17:21Z,2.6 MiB,365 µs,78.027 ms,3.511 ms,2.209 ms,84.112
10.0.0.180:5000/localredis:latest,2024-05-28T05:08:23Z,2.6 MiB,637 µs,114.63 ms,5.876 ms,3.56 ms,124.703
10.0.0.180:5000/localredis:latest,2024-05-28T01:59:30Z,2.6 MiB,616 µs,107.58 ms,5.683 ms,3.544 ms,117.423
10.0.0.180:5000/localredis:latest,2024-05-28T02:28:32Z,2.6 MiB,623 µs,102.55 ms,6.005 ms,3.805 ms,112.983
10.0.0.180:5000/localredis:latest,2024-05-28T09:24:19Z,2.6 MiB,433 µs,73.821 ms,4.781 ms,2.943 ms,81.978
10.0.0.180:5000/localredis:latest,2024-05-28T09:53:42Z,2.6 MiB,399 µs,72.805 ms,3.76 ms,2.165 ms,79.129
10.0.0.180:5000/localredis:latest,2024-05-28T03:17:53Z,2.6 MiB,708 µs,105.44 ms,6.569 ms,3.822 ms,116.539
10.0.0.180:5000/localredis:latest,2024-05-27T22:42:35Z,2.8 MiB,372 µs,82.529 ms,4.076 ms,2.764 ms,89.741
10.0.0.180:5000/localredis:latest,2024-05-28T00:23:59Z,2.6 MiB,654 µs,102 ms,5.817 ms,3.468 ms,111.939
10.0.0.180:5000/localredis:latest,2024-05-27T23:53:23Z,2.8 MiB,399 µs,78.199 ms,4.465 ms,2.705 ms,85.768
10.0.0.180:5000/localredis:latest,2024-05-27T21:09:05Z,2.6 MiB,617 µs,101.47 ms,5.896 ms,3.511 ms,111.494
10.0.0.180:5000/localredis:latest,2024-05-28T11:19:16Z,2.6 MiB,660 µs,105.19 ms,5.801 ms,3.615 ms,115.266
10.0.0.180:5000/localredis:latest,2024-05-28T03:48:04Z,2.8 MiB,390 µs,74.627 ms,3.803 ms,2.435 ms,81.255
10.0.0.180:5000/localredis:latest,2024-05-27T23:29:20Z,2.8 MiB,392 µs,73.871 ms,3.679 ms,2.272 ms,80.214
10.0.0.180:5000/localredis:latest,2024-05-28T05:34:57Z,2.6 MiB,564 µs,80.591 ms,4.161 ms,2.448 ms,87.764
10.0.0.180:5000/localredis:latest,2024-05-28T03:19:42Z,2.8 MiB,412 µs,78.3 ms,4.167 ms,2.841 ms,85.72
10.0.0.180:5000/localredis:latest,2024-05-27T22:26:56Z,2.8 MiB,397 µs,73.521 ms,4.12 ms,2.748 ms,80.786
10.0.0.180:5000/localredis:latest,2024-05-28T07:50:09Z,2.6 MiB,748 µs,118.73 ms,6.943 ms,4.065 ms,130.486
10.0.0.180:5000/localredis:latest,2024-05-27T21:32:24Z,2.8 MiB,409 µs,76.132 ms,6.64 ms,4.796 ms,87.977
10.0.0.180:5000/localredis:latest,2024-05-27T21:25:50Z,2.6 MiB,675 µs,97.616 ms,6.677 ms,3.98 ms,108.948
10.0.0.180:5000/localredis:latest,2024-05-28T04:48:04Z,2.8 MiB,408 µs,79.038 ms,3.999 ms,2.663 ms,86.108
10.0.0.180:5000/localredis:latest,2024-05-28T00:20:06Z,2.6 MiB,633 µs,97.021 ms,5.694 ms,3.489 ms,106.837
10.0.0.180:5000/localredis:latest,2024-05-28T00:01:00Z,2.6 MiB,449 µs,80.279 ms,3.705 ms,2.441 ms,86.874
10.0.0.180:5000/localredis:latest,2024-05-28T11:08:31Z,2.6 MiB,861 µs,108.1 ms,6.814 ms,4.03 ms,119.805
10.0.0.180:5000/localredis:latest,2024-05-28T06:04:04Z,2.6 MiB,382 µs,74.734 ms,3.655 ms,2.299 ms,81.07
10.0.0.180:5000/localredis:latest,2024-05-27T21:52:10Z,2.8 MiB,396 µs,72.514 ms,4.095 ms,2.679 ms,79.684
10.0.0.180:5000/localredis:latest,2024-05-27T23:26:18Z,2.6 MiB,697 µs,104.3 ms,6.075 ms,3.745 ms,114.817
10.0.0.180:5000/localredis:latest,2024-05-28T02:35:48Z,2.8 MiB,380 µs,75.406 ms,3.862 ms,2.52 ms,82.168
10.0.0.180:5000/localredis:latest,2024-05-28T08:08:10Z,2.6 MiB,406 µs,69.922 ms,3.493 ms,2.124 ms,75.945
10.0.0.180:5000/localredis:latest,2024-05-28T01:06:52Z,2.6 MiB,568 µs,105.75 ms,4.633 ms,2.902 ms,113.853
10.0.0.180:5000/localredis:latest,2024-05-28T03:57:22Z,2.8 MiB,452 µs,84.88 ms,4.655 ms,2.887 ms,92.874
10.0.0.180:5000/localredis:latest,2024-05-28T07:47:59Z,2.6 MiB,391 µs,78.936 ms,3.408 ms,2.095 ms,84.83
10.0.0.180:5000/localredis:latest,2024-05-28T04:40:34Z,2.6 MiB,723 µs,103.82 ms,5.876 ms,3.742 ms,114.161
10.0.0.180:5000/localredis:latest,2024-05-28T04:08:43Z,2.8 MiB,367 µs,71.475 ms,3.584 ms,2.274 ms,77.7
10.0.0.180:5000/localredis:latest,2024-05-28T08:41:01Z,2.6 MiB,974 µs,107.78 ms,5.77 ms,3.578 ms,118.102
10.0.0.180:5000/localredis:latest,2024-05-28T04:15:02Z,2.6 MiB,659 µs,103.81 ms,5.809 ms,3.536 ms,113.814
10.0.0.180:5000/localredis:latest,2024-05-28T08:12:36Z,2.6 MiB,803 µs,103.82 ms,6.504 ms,3.97 ms,115.097
10.0.0.180:5000/localredis:latest,2024-05-27T20:32:26Z,2.8 MiB,407 µs,73.296 ms,4.07 ms,2.694 ms,80.467
10.0.0.180:5000/localredis:latest,2024-05-28T04:13:22Z,2.6 MiB,690 µs,105.57 ms,6.168 ms,3.4 ms,115.828
10.0.0.180:5000/localredis:latest,2024-05-28T02:08:47Z,2.8 MiB,434 µs,79.444 ms,4.417 ms,2.724 ms,87.019
10.0.0.180:5000/localredis:latest,2024-05-28T03:12:34Z,2.8 MiB,514 µs,74.714 ms,4.425 ms,2.721 ms,82.374
10.0.0.180:5000/localredis:latest,2024-05-27T20:37:39Z,2.6 MiB,610 µs,102.02 ms,5.934 ms,3.583 ms,112.147
10.0.0.180:5000/localredis:latest,2024-05-28T08:16:59Z,2.6 MiB,490 µs,89.273 ms,4.734 ms,3.039 ms,97.536
10.0.0.180:5000/localredis:latest,2024-05-28T04:09:40Z,2.8 MiB,3.097 ms,80.04 ms,4.376 ms,2.785 ms,90.298
10.0.0.180:5000/localredis:latest,2024-05-27T22:38:25Z,2.8 MiB,411 µs,81.004 ms,3.891 ms,2.539 ms,87.845
10.0.0.180:5000/localredis:latest,2024-05-28T10:14:30Z,2.6 MiB,535 µs,78.25 ms,5.204 ms,2.964 ms,86.953
10.0.0.180:5000/localredis:latest,2024-05-28T08:41:41Z,2.6 MiB,641 µs,113.67 ms,10.713 ms,6.683 ms,131.707
10.0.0.180:5000/localredis:latest,2024-05-28T07:15:43Z,2.6 MiB,406 µs,75.698 ms,3.908 ms,2.594 ms,82.606
10.0.0.180:5000/localredis:latest,2024-05-28T09:39:55Z,2.6 MiB,684 µs,107.1 ms,5.904 ms,3.651 ms,117.339
10.0.0.180:5000/localredis:latest,2024-05-28T10:48:31Z,2.6 MiB,558 µs,93.727 ms,5.408 ms,3.233 ms,102.926
10.0.0.180:5000/localredis:latest,2024-05-27T22:22:17Z,2.6 MiB,747 µs,103.97 ms,5.785 ms,3.577 ms,114.079
10.0.0.180:5000/localredis:latest,2024-05-28T01:58:40Z,2.8 MiB,437 µs,78.9 ms,4.731 ms,2.968 ms,87.036
10.0.0.180:5000/localredis:latest,2024-05-28T07:12:36Z,2.6 MiB,734 µs,104.13 ms,5.736 ms,3.495 ms,114.095
10.0.0.180:5000/localredis:latest,2024-05-28T11:00:27Z,2.6 MiB,1.702 ms,104.11 ms,5.421 ms,3.222 ms,114.455
10.0.0.180:5000/localredis:latest,2024-05-28T01:05:42Z,2.8 MiB,407 µs,73.947 ms,4.37 ms,2.683 ms,81.407
10.0.0.180:5000/localredis:latest,2024-05-28T09:41:25Z,2.6 MiB,354 µs,84.878 ms,3.504 ms,2.13 ms,90.866
10.0.0.180:5000/localredis:latest,2024-05-27T22:32:11Z,2.6 MiB,612 µs,109.08 ms,5.486 ms,3.283 ms,118.461
10.0.0.180:5000/localredis:latest,2024-05-27T23:04:26Z,2.6 MiB,759 µs,101.46 ms,6.045 ms,3.626 ms,111.89
10.0.0.180:5000/localredis:latest,2024-05-27T23:01:31Z,2.6 MiB,695 µs,110.2 ms,6 ms,3.603 ms,120.498
10.0.0.180:5000/localredis:latest,2024-05-28T03:07:50Z,2.6 MiB,391 µs,98.86 ms,3.617 ms,2.396 ms,105.264
10.0.0.180:5000/localredis:latest,2024-05-28T11:18:06Z,2.6 MiB,610 µs,92.794 ms,5.724 ms,3.404 ms,102.532
10.0.0.180:5000/localredis:latest,2024-05-28T10:26:56Z,2.6 MiB,649 µs,108.63 ms,6.714 ms,3.886 ms,119.879
10.0.0.180:5000/localredis:latest,2024-05-27T20:56:06Z,2.8 MiB,418 µs,75.461 ms,4.418 ms,2.722 ms,83.019
10.0.0.180:5000/localredis:latest,2024-05-28T06:33:51Z,2.6 MiB,634 µs,101.13 ms,5.986 ms,3.493 ms,111.243
10.0.0.180:5000/localredis:latest,2024-05-28T03:47:54Z,2.6 MiB,700 µs,107.12 ms,5.962 ms,3.624 ms,117.406
10.0.0.180:5000/localredis:latest,2024-05-28T04:49:44Z,2.8 MiB,385 µs,74.389 ms,3.651 ms,2.274 ms,80.699
10.0.0.180:5000/localredis:latest,2024-05-28T03:45:25Z,2.8 MiB,424 µs,76.117 ms,3.849 ms,2.31 ms,82.7
10.0.0.180:5000/localredis:latest,2024-05-28T04:57:25Z,2.8 MiB,404 µs,80.578 ms,3.977 ms,2.497 ms,87.456
10.0.0.180:5000/localredis:latest,2024-05-28T10:43:03Z,2.6 MiB,622 µs,91.149 ms,5.767 ms,3.457 ms,100.995
10.0.0.180:5000/localredis:latest,2024-05-28T11:01:08Z,2.6 MiB,651 µs,99.028 ms,6.253 ms,3.967 ms,109.899
10.0.0.180:5000/localredis:latest,2024-05-28T00:04:51Z,2.6 MiB,664 µs,108.12 ms,5.468 ms,3.194 ms,117.446
10.0.0.180:5000/localredis:latest,2024-05-27T21:50:34Z,2.8 MiB,417 µs,74.19 ms,4.302 ms,2.635 ms,81.544
10.0.0.180:5000/localredis:latest,2024-05-28T04:21:38Z,2.8 MiB,376 µs,67.131 ms,3.648 ms,2.182 ms,73.337
10.0.0.180:5000/localredis:latest,2024-05-28T10:21:14Z,2.6 MiB,591 µs,96.471 ms,5.61 ms,3.313 ms,105.985
10.0.0.180:5000/localredis:latest,2024-05-27T21:20:22Z,2.8 MiB,402 µs,76.523 ms,3.976 ms,2.426 ms,83.327
10.0.0.180:5000/localredis:latest,2024-05-28T03:00:37Z,2.6 MiB,695 µs,105.53 ms,6.046 ms,3.492 ms,115.763
10.0.0.180:5000/localredis:latest,2024-05-27T20:47:35Z,2.8 MiB,377 µs,74.768 ms,3.916 ms,2.37 ms,81.431
10.0.0.180:5000/localredis:latest,2024-05-28T07:55:58Z,2.6 MiB,444 µs,80.411 ms,4.436 ms,2.741 ms,88.032
10.0.0.180:5000/localredis:latest,2024-05-28T04:02:08Z,2.8 MiB,470 µs,75.079 ms,4.623 ms,2.969 ms,83.141
10.0.0.180:5000/localredis:latest,2024-05-28T03:30:51Z,2.6 MiB,801 µs,107.68 ms,5.743 ms,3.514 ms,117.738
10.0.0.180:5000/localredis:latest,2024-05-27T20:31:28Z,2.8 MiB,381 µs,72.543 ms,3.774 ms,2.365 ms,79.063
10.0.0.180:5000/localredis:latest,2024-05-28T06:03:16Z,2.6 MiB,625 µs,105.31 ms,6.023 ms,3.68 ms,115.638
10.0.0.180:5000/localredis:latest,2024-05-28T10:19:33Z,2.6 MiB,610 µs,102.02 ms,7.036 ms,4.795 ms,114.461
10.0.0.180:5000/localredis:latest,2024-05-28T08:35:18Z,2.6 MiB,371 µs,75.528 ms,3.844 ms,2.283 ms,82.026
10.0.0.180:5000/localredis:latest,2024-05-28T00:05:50Z,2.6 MiB,608 µs,93.045 ms,5.816 ms,3.557 ms,103.026
10.0.0.180:5000/localredis:latest,2024-05-28T09:24:49Z,2.6 MiB,681 µs,103.44 ms,6.675 ms,3.971 ms,114.767
10.0.0.180:5000/localredis:latest,2024-05-28T05:52:37Z,2.6 MiB,382 µs,77.349 ms,3.716 ms,2.413 ms,83.86
10.0.0.180:5000/localredis:latest,2024-05-28T10:25:13Z,2.6 MiB,617 µs,107.71 ms,5.792 ms,3.591 ms,117.71
10.0.0.180:5000/localredis:latest,2024-05-28T10:56:02Z,2.6 MiB,591 µs,98.976 ms,5.649 ms,3.464 ms,108.68
10.0.0.180:5000/localredis:latest,2024-05-27T21:59:40Z,2.6 MiB,616 µs,102.23 ms,5.795 ms,3.557 ms,112.198
10.0.0.180:5000/localredis:latest,2024-05-27T22:50:56Z,2.8 MiB,459 µs,74.716 ms,4.166 ms,2.767 ms,82.108
10.0.0.180:5000/localredis:latest,2024-05-28T02:02:05Z,2.6 MiB,1.398 ms,127.99 ms,6.033 ms,3.715 ms,139.136
10.0.0.180:5000/localredis:latest,2024-05-28T07:15:53Z,2.6 MiB,431 µs,89.547 ms,3.75 ms,2.407 ms,96.135
10.0.0.180:5000/localredis:latest,2024-05-28T09:57:49Z,2.6 MiB,768 µs,117.15 ms,6.042 ms,3.76 ms,127.72
10.0.0.180:5000/localredis:latest,2024-05-28T05:14:11Z,2.6 MiB,703 µs,108.95 ms,6.109 ms,3.614 ms,119.376
10.0.0.180:5000/localredis:latest,2024-05-28T06:58:07Z,2.6 MiB,428 µs,76.062 ms,4.053 ms,2.658 ms,83.201
10.0.0.180:5000/localredis:latest,2024-05-28T09:27:36Z,2.6 MiB,376 µs,74.006 ms,3.544 ms,2.236 ms,80.162
10.0.0.180:5000/localredis:latest,2024-05-28T00:12:06Z,2.8 MiB,409 µs,73.496 ms,4.01 ms,2.64 ms,80.555
10.0.0.180:5000/localredis:latest,2024-05-28T06:57:17Z,2.6 MiB,693 µs,104.43 ms,5.908 ms,3.763 ms,114.794
10.0.0.180:5000/localredis:latest,2024-05-28T00:16:19Z,2.8 MiB,412 µs,83.753 ms,3.904 ms,2.557 ms,90.626
10.0.0.180:5000/localredis:latest,2024-05-28T01:04:34Z,2.6 MiB,614 µs,106.95 ms,5.887 ms,3.717 ms,117.168
10.0.0.180:5000/localredis:latest,2024-05-28T09:14:11Z,2.6 MiB,419 µs,78.422 ms,4.889 ms,2.853 ms,86.583
10.0.0.180:5000/localredis:latest,2024-05-28T10:18:32Z,2.6 MiB,615 µs,96.317 ms,5.526 ms,3.287 ms,105.745
10.0.0.180:5000/localredis:latest,2024-05-27T22:23:54Z,2.6 MiB,682 µs,103.9 ms,5.939 ms,3.546 ms,114.067
10.0.0.180:5000/localredis:latest,2024-05-28T06:24:08Z,2.6 MiB,407 µs,75.866 ms,3.779 ms,2.463 ms,82.515
10.0.0.180:5000/localredis:latest,2024-05-28T09:56:00Z,2.6 MiB,478 µs,86.574 ms,4.701 ms,2.976 ms,94.729
10.0.0.180:5000/localredis:latest,2024-05-28T03:20:39Z,2.8 MiB,375 µs,73.707 ms,3.679 ms,2.275 ms,80.036
10.0.0.180:5000/localredis:latest,2024-05-28T00:34:49Z,2.8 MiB,388 µs,73.707 ms,4.039 ms,2.509 ms,80.643
10.0.0.180:5000/localredis:latest,2024-05-28T08:53:19Z,2.6 MiB,754 µs,104.08 ms,5.926 ms,3.714 ms,114.474
10.0.0.180:5000/localredis:latest,2024-05-28T01:57:51Z,2.6 MiB,610 µs,92.945 ms,5.846 ms,3.556 ms,102.957
10.0.0.180:5000/localredis:latest,2024-05-28T08:53:49Z,2.6 MiB,412 µs,76.985 ms,4.021 ms,2.454 ms,83.872
10.0.0.180:5000/localredis:latest,2024-05-28T09:39:05Z,2.6 MiB,541 µs,81.148 ms,4.365 ms,2.561 ms,88.615
10.0.0.180:5000/localredis:latest,2024-05-27T21:42:45Z,2.6 MiB,618 µs,112.69 ms,5.615 ms,3.335 ms,122.258
10.0.0.180:5000/localredis:latest,2024-05-27T21:06:04Z,2.8 MiB,373 µs,73.111 ms,4.008 ms,2.638 ms,80.13
10.0.0.180:5000/localredis:latest,2024-05-28T02:03:03Z,2.6 MiB,616 µs,111.59 ms,5.679 ms,3.549 ms,121.434
10.0.0.180:5000/localredis:latest,2024-05-28T02:20:04Z,2.8 MiB,2.812 ms,76.001 ms,3.602 ms,2.21 ms,84.625
10.0.0.180:5000/localredis:latest,2024-05-28T10:06:03Z,2.6 MiB,678 µs,97.069 ms,5.976 ms,3.698 ms,107.421
10.0.0.180:5000/localredis:latest,2024-05-28T01:36:07Z,2.6 MiB,622 µs,104.59 ms,5.637 ms,3.332 ms,114.181
10.0.0.180:5000/localredis:latest,2024-05-28T10:47:29Z,2.6 MiB,619 µs,99.403 ms,5.936 ms,3.662 ms,109.62
10.0.0.180:5000/localredis:latest,2024-05-28T03:14:02Z,2.6 MiB,672 µs,112.6 ms,6.493 ms,3.579 ms,123.344
10.0.0.180:5000/localredis:latest,2024-05-28T09:33:51Z,2.6 MiB,357 µs,69.215 ms,3.534 ms,2.148 ms,75.254
10.0.0.180:5000/localredis:latest,2024-05-28T03:58:19Z,2.8 MiB,463 µs,81.151 ms,4.644 ms,2.931 ms,89.189
10.0.0.180:5000/localredis:latest,2024-05-28T09:32:02Z,2.6 MiB,630 µs,104.66 ms,6.098 ms,3.773 ms,115.161
10.0.0.180:5000/localredis:latest,2024-05-28T06:42:22Z,2.6 MiB,603 µs,99.466 ms,5.924 ms,3.762 ms,109.755
10.0.0.180:5000/localredis:latest,2024-05-28T00:13:04Z,2.8 MiB,354 µs,75.347 ms,3.527 ms,2.182 ms,81.41
10.0.0.180:5000/localredis:latest,2024-05-27T22:03:19Z,2.8 MiB,369 µs,73.517 ms,3.531 ms,2.165 ms,79.582
10.0.0.180:5000/localredis:latest,2024-05-28T03:12:45Z,2.6 MiB,682 µs,108.48 ms,5.862 ms,3.549 ms,118.573
10.0.0.180:5000/localredis:latest,2024-05-28T11:00:58Z,2.6 MiB,677 µs,99.919 ms,6.532 ms,4.227 ms,111.355
10.0.0.180:5000/localredis:latest,2024-05-28T01:53:04Z,2.6 MiB,502 µs,84.039 ms,3.919 ms,2.607 ms,91.067
10.0.0.180:5000/localredis:latest,2024-05-27T21:31:07Z,2.8 MiB,371 µs,77.213 ms,3.555 ms,2.165 ms,83.304
10.0.0.180:5000/localredis:latest,2024-05-28T07:22:11Z,2.6 MiB,643 µs,107.25 ms,5.82 ms,3.626 ms,117.339
10.0.0.180:5000/localredis:latest,2024-05-28T01:02:59Z,2.6 MiB,639 µs,98.756 ms,6.026 ms,3.593 ms,109.014
10.0.0.180:5000/localredis:latest,2024-05-28T02:03:53Z,2.8 MiB,438 µs,80.595 ms,4.647 ms,2.9 ms,88.58
10.0.0.180:5000/localredis:latest,2024-05-28T01:53:32Z,2.8 MiB,423 µs,86.632 ms,4.53 ms,2.82 ms,94.405
10.0.0.180:5000/localredis:latest,2024-05-28T08:37:35Z,2.6 MiB,379 µs,74.652 ms,4.202 ms,2.663 ms,81.896
10.0.0.180:5000/localredis:latest,2024-05-27T22:37:47Z,2.8 MiB,452 µs,81.585 ms,4.573 ms,2.831 ms,89.441
10.0.0.180:5000/localredis:latest,2024-05-28T02:58:09Z,2.8 MiB,424 µs,82.162 ms,4.596 ms,2.924 ms,90.106
10.0.0.180:5000/localredis:latest,2024-05-27T22:20:32Z,2.8 MiB,376 µs,72.496 ms,4.197 ms,2.642 ms,79.711
10.0.0.180:5000/localredis:latest,2024-05-28T03:23:04Z,2.6 MiB,666 µs,111.54 ms,6.776 ms,4.006 ms,122.988
10.0.0.180:5000/localredis:latest,2024-05-28T06:00:19Z,2.6 MiB,662 µs,105.16 ms,6.011 ms,3.646 ms,115.479
10.0.0.180:5000/localredis:latest,2024-05-28T01:56:05Z,2.8 MiB,393 µs,82.131 ms,3.879 ms,2.55 ms,88.953
10.0.0.180:5000/localredis:latest,2024-05-28T09:28:36Z,2.6 MiB,359 µs,78.578 ms,3.582 ms,2.14 ms,84.659
10.0.0.180:5000/localredis:latest,2024-05-28T01:06:22Z,2.8 MiB,418 µs,79.285 ms,4.641 ms,2.96 ms,87.304
10.0.0.180:5000/localredis:latest,2024-05-27T22:19:16Z,2.8 MiB,435 µs,88.004 ms,4.544 ms,2.886 ms,95.869
10.0.0.180:5000/localredis:latest,2024-05-28T09:23:30Z,2.6 MiB,620 µs,103.02 ms,5.733 ms,3.598 ms,112.971
10.0.0.180:5000/localredis:latest,2024-05-28T11:13:56Z,2.6 MiB,663 µs,97.716 ms,6.151 ms,3.855 ms,108.385
10.0.0.180:5000/localredis:latest,2024-05-28T02:55:40Z,2.6 MiB,606 µs,101.67 ms,5.641 ms,3.38 ms,111.297
10.0.0.180:5000/localredis:latest,2024-05-28T07:52:09Z,2.6 MiB,679 µs,109.89 ms,6.552 ms,3.771 ms,120.892
10.0.0.180:5000/localredis:latest,2024-05-28T03:40:28Z,2.8 MiB,427 µs,74.935 ms,4.429 ms,2.746 ms,82.537
10.0.0.180:5000/localredis:latest,2024-05-28T00:19:56Z,2.8 MiB,479 µs,75.876 ms,4.286 ms,2.899 ms,83.54
10.0.0.180:5000/localredis:latest,2024-05-27T22:01:14Z,2.6 MiB,652 µs,107.33 ms,5.702 ms,3.564 ms,117.248
10.0.0.180:5000/localredis:latest,2024-05-27T21:10:51Z,2.8 MiB,411 µs,73.388 ms,4.512 ms,2.936 ms,81.247
10.0.0.180:5000/localredis:latest,2024-05-28T06:31:34Z,2.6 MiB,666 µs,87.246 ms,6.104 ms,3.747 ms,97.763
10.0.0.180:5000/localredis:latest,2024-05-28T06:33:32Z,2.6 MiB,667 µs,108.56 ms,5.93 ms,3.663 ms,118.82
10.0.0.180:5000/localredis:latest,2024-05-28T01:01:22Z,2.6 MiB,697 µs,105.7 ms,6.146 ms,3.677 ms,116.22
10.0.0.180:5000/localredis:latest,2024-05-28T07:59:46Z,2.6 MiB,688 µs,111.57 ms,6.282 ms,4.072 ms,122.612
10.0.0.180:5000/localredis:latest,2024-05-28T00:05:40Z,2.8 MiB,434 µs,79.258 ms,4.509 ms,2.844 ms,87.045
10.0.0.180:5000/localredis:latest,2024-05-28T04:53:45Z,2.8 MiB,382 µs,85.039 ms,3.559 ms,2.195 ms,91.175
10.0.0.180:5000/localredis:latest,2024-05-28T06:37:17Z,2.6 MiB,477 µs,83.595 ms,3.847 ms,2.538 ms,90.457
10.0.0.180:5000/localredis:latest,2024-05-27T23:41:14Z,2.6 MiB,697 µs,104.38 ms,5.956 ms,3.684 ms,114.717
10.0.0.180:5000/localredis:latest,2024-05-27T23:22:05Z,2.6 MiB,678 µs,94.26 ms,5.549 ms,3.428 ms,103.915
10.0.0.180:5000/localredis:latest,2024-05-28T01:05:22Z,2.8 MiB,431 µs,86.893 ms,4.467 ms,2.78 ms,94.571
10.0.0.180:5000/localredis:latest,2024-05-28T01:05:32Z,2.6 MiB,626 µs,105.2 ms,5.605 ms,3.381 ms,114.812
10.0.0.180:5000/localredis:latest,2024-05-28T03:37:42Z,2.6 MiB,695 µs,112.61 ms,6.372 ms,3.717 ms,123.394
10.0.0.180:5000/localredis:latest,2024-05-28T01:27:36Z,2.6 MiB,653 µs,103.17 ms,5.703 ms,3.51 ms,113.036
10.0.0.180:5000/localredis:latest,2024-05-28T09:40:35Z,2.6 MiB,651 µs,101.55 ms,6.031 ms,3.75 ms,111.982
10.0.0.180:5000/localredis:latest,2024-05-28T09:33:12Z,2.6 MiB,370 µs,73.028 ms,3.568 ms,2.179 ms,79.145
10.0.0.180:5000/localredis:latest,2024-05-28T04:58:44Z,2.8 MiB,401 µs,79.766 ms,3.992 ms,2.581 ms,86.74
10.0.0.180:5000/localredis:latest,2024-05-28T01:44:54Z,2.8 MiB,609 µs,86.043 ms,5.18 ms,3.294 ms,95.126
