Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
10.0.0.180:5000/localredis:latest,2024-05-28T08:29:23Z,2.6 MiB,414 µs,70.363 ms,3.785 ms,2.381 ms,76.943
10.0.0.180:5000/localredis:latest,2024-05-28T03:19:22Z,2.8 MiB,373 µs,76.839 ms,3.502 ms,2.165 ms,82.879
10.0.0.180:5000/localredis:latest,2024-05-28T01:37:16Z,2.8 MiB,402 µs,77.964 ms,4.475 ms,2.771 ms,85.612
10.0.0.180:5000/localredis:latest,2024-05-28T00:20:25Z,2.6 MiB,644 µs,99.571 ms,5.731 ms,3.539 ms,109.485
10.0.0.180:5000/localredis:latest,2024-05-28T06:29:03Z,2.6 MiB,381 µs,83.023 ms,4.007 ms,2.634 ms,90.045
10.0.0.180:5000/localredis:latest,2024-05-28T09:44:04Z,2.6 MiB,390 µs,82.432 ms,3.486 ms,2.178 ms,88.486
10.0.0.180:5000/localredis:latest,2024-05-28T04:01:10Z,2.8 MiB,446 µs,74.29 ms,4.361 ms,2.681 ms,81.778
10.0.0.180:5000/localredis:latest,2024-05-27T22:49:20Z,2.8 MiB,392 µs,95.281 ms,3.848 ms,2.341 ms,101.862
10.0.0.180:5000/localredis:latest,2024-05-28T02:40:11Z,2.6 MiB,703 µs,115.75 ms,6.487 ms,3.851 ms,126.791
10.0.0.180:5000/localredis:latest,2024-05-28T05:12:52Z,2.6 MiB,460 µs,98.424 ms,4.294 ms,2.478 ms,105.656
10.0.0.180:5000/localredis:latest,2024-05-27T21:39:33Z,2.6 MiB,623 µs,95.479 ms,5.618 ms,3.423 ms,105.143
10.0.0.180:5000/localredis:latest,2024-05-28T07:43:39Z,2.6 MiB,440 µs,72.09 ms,3.955 ms,2.618 ms,79.103
10.0.0.180:5000/localredis:latest,2024-05-28T10:59:16Z,2.6 MiB,651 µs,110.62 ms,6.58 ms,3.887 ms,121.738
10.0.0.180:5000/localredis:latest,2024-05-28T04:57:05Z,2.8 MiB,361 µs,74.955 ms,3.734 ms,2.373 ms,81.423
10.0.0.180:5000/localredis:latest,2024-05-28T06:46:34Z,2.6 MiB,675 µs,103.25 ms,6.606 ms,3.888 ms,114.419
10.0.0.180:5000/localredis:latest,2024-05-27T21:46:04Z,2.8 MiB,382 µs,75.356 ms,3.616 ms,2.232 ms,81.586
10.0.0.180:5000/localredis:latest,2024-05-27T23:29:01Z,2.8 MiB,439 µs,77.408 ms,3.592 ms,2.241 ms,83.68
10.0.0.180:5000/localredis:latest,2024-05-28T03:50:55Z,2.6 MiB,656 µs,103.67 ms,5.744 ms,3.612 ms,113.682
10.0.0.180:5000/localredis:latest,2024-05-28T05:48:17Z,2.6 MiB,647 µs,99.301 ms,5.396 ms,3.272 ms,108.616
10.0.0.180:5000/localredis:latest,2024-05-28T08:31:32Z,2.6 MiB,614 µs,106.57 ms,5.686 ms,3.572 ms,116.442
10.0.0.180:5000/localredis:latest,2024-05-28T01:59:49Z,2.6 MiB,647 µs,99.564 ms,5.796 ms,3.661 ms,109.668
10.0.0.180:5000/localredis:latest,2024-05-28T09:17:48Z,2.6 MiB,368 µs,71.115 ms,3.553 ms,2.207 ms,77.243
10.0.0.180:5000/localredis:latest,2024-05-28T07:07:05Z,2.6 MiB,653 µs,100.53 ms,5.998 ms,3.799 ms,110.98
10.0.0.180:5000/localredis:latest,2024-05-28T02:59:00Z,2.6 MiB,725 µs,106.32 ms,6.401 ms,3.526 ms,116.972
10.0.0.180:5000/localredis:latest,2024-05-27T21:53:28Z,2.8 MiB,412 µs,77.007 ms,3.868 ms,2.443 ms,83.73
10.0.0.180:5000/localredis:latest,2024-05-28T00:46:19Z,2.6 MiB,672 µs,113.44 ms,6.614 ms,3.916 ms,124.642
10.0.0.180:5000/localredis:latest,2024-05-28T05:09:10Z,2.8 MiB,387 µs,77.436 ms,3.562 ms,2.178 ms,83.563
10.0.0.180:5000/localredis:latest,2024-05-27T22:24:23Z,2.8 MiB,411 µs,80.956 ms,4.545 ms,2.824 ms,88.736
10.0.0.180:5000/localredis:latest,2024-05-28T01:32:11Z,2.6 MiB,684 µs,103.29 ms,6.068 ms,3.732 ms,113.774
10.0.0.180:5000/localredis:latest,2024-05-28T01:42:32Z,2.6 MiB,668 µs,102.17 ms,6.56 ms,3.841 ms,113.239
10.0.0.180:5000/localredis:latest,2024-05-28T00:23:40Z,2.6 MiB,642 µs,111.92 ms,5.778 ms,3.426 ms,121.766
10.0.0.180:5000/localredis:latest,2024-05-28T11:24:06Z,2.6 MiB,602 µs,100.93 ms,5.77 ms,3.403 ms,110.705
10.0.0.180:5000/localredis:latest,2024-05-28T01:09:08Z,2.6 MiB,762 µs,107.69 ms,6.386 ms,3.785 ms,118.623
10.0.0.180:5000/localredis:latest,2024-05-28T03:47:14Z,2.6 MiB,376 µs,78.398 ms,3.502 ms,2.209 ms,84.485
10.0.0.180:5000/localredis:latest,2024-05-27T20:28:56Z,2.8 MiB,442 µs,72.857 ms,4.563 ms,2.843 ms,80.705
10.0.0.180:5000/localredis:latest,2024-05-28T01:14:49Z,2.8 MiB,392 µs,68.775 ms,4.029 ms,2.709 ms,75.905
10.0.0.180:5000/localredis:latest,2024-05-27T22:36:21Z,2.6 MiB,648 µs,106.71 ms,6.236 ms,3.604 ms,117.198
10.0.0.180:5000/localredis:latest,2024-05-28T04:50:54Z,2.6 MiB,702 µs,85.361 ms,5.114 ms,2.948 ms,94.125
10.0.0.180:5000/localredis:latest,2024-05-28T03:21:47Z,2.6 MiB,686 µs,104.47 ms,6.377 ms,3.696 ms,115.229
10.0.0.180:5000/localredis:latest,2024-05-28T06:44:27Z,2.6 MiB,372 µs,71.671 ms,3.562 ms,2.117 ms,77.722
10.0.0.180:5000/localredis:latest,2024-05-27T20:42:07Z,2.6 MiB,370 µs,83.5 ms,3.515 ms,2.155 ms,89.54
10.0.0.180:5000/localredis:latest,2024-05-27T22:17:41Z,2.8 MiB,408 µs,73.173 ms,4.473 ms,2.594 ms,80.648
10.0.0.180:5000/localredis:latest,2024-05-27T20:40:31Z,2.6 MiB,384 µs,77.129 ms,3.639 ms,2.328 ms,83.48
10.0.0.180:5000/localredis:latest,2024-05-28T07:12:16Z,2.6 MiB,758 µs,103.23 ms,5.996 ms,3.834 ms,113.818
10.0.0.180:5000/localredis:latest,2024-05-28T04:20:21Z,2.8 MiB,436 µs,79.022 ms,3.628 ms,2.182 ms,85.268
10.0.0.180:5000/localredis:latest,2024-05-28T08:42:49Z,2.6 MiB,451 µs,71.918 ms,3.82 ms,2.196 ms,78.385
10.0.0.180:5000/localredis:latest,2024-05-27T23:59:34Z,2.8 MiB,409 µs,68.938 ms,3.923 ms,2.49 ms,75.76
10.0.0.180:5000/localredis:latest,2024-05-28T01:52:26Z,2.6 MiB,667 µs,104.66 ms,5.986 ms,3.749 ms,115.062
10.0.0.180:5000/localredis:latest,2024-05-28T03:47:44Z,2.8 MiB,376 µs,69.841 ms,3.819 ms,2.456 ms,76.492
10.0.0.180:5000/localredis:latest,2024-05-27T21:14:35Z,2.8 MiB,455 µs,82.032 ms,4.582 ms,2.87 ms,89.939
10.0.0.180:5000/localredis:latest,2024-05-28T01:44:17Z,2.8 MiB,394 µs,85.519 ms,7.5 ms,6.138 ms,99.551
10.0.0.180:5000/localredis:latest,2024-05-27T22:07:57Z,2.6 MiB,1.037 ms,114.2 ms,5.53 ms,3.341 ms,124.108
10.0.0.180:5000/localredis:latest,2024-05-27T21:45:25Z,2.8 MiB,385 µs,71.751 ms,4.021 ms,2.547 ms,78.704
10.0.0.180:5000/localredis:latest,2024-05-27T20:45:11Z,2.6 MiB,365 µs,72.054 ms,3.221 ms,2.059 ms,77.699
10.0.0.180:5000/localredis:latest,2024-05-28T05:46:50Z,2.6 MiB,432 µs,76.405 ms,3.959 ms,2.531 ms,83.327
10.0.0.180:5000/localredis:latest,2024-05-27T20:32:16Z,2.6 MiB,622 µs,110.23 ms,5.677 ms,3.466 ms,119.995
10.0.0.180:5000/localredis:latest,2024-05-28T10:37:50Z,2.6 MiB,633 µs,105.47 ms,6.176 ms,3.833 ms,116.112
10.0.0.180:5000/localredis:latest,2024-05-28T08:29:44Z,2.6 MiB,351 µs,76.76 ms,3.487 ms,2.127 ms,82.725
10.0.0.180:5000/localredis:latest,2024-05-28T05:07:54Z,2.8 MiB,373 µs,70.924 ms,3.912 ms,2.542 ms,77.751
10.0.0.180:5000/localredis:latest,2024-05-28T08:02:05Z,2.6 MiB,735 µs,99.035 ms,6.464 ms,3.999 ms,110.233
10.0.0.180:5000/localredis:latest,2024-05-27T20:50:32Z,2.6 MiB,646 µs,111.58 ms,5.915 ms,3.636 ms,121.777
10.0.0.180:5000/localredis:latest,2024-05-28T04:34:50Z,2.8 MiB,439 µs,80.688 ms,4.728 ms,2.859 ms,88.714
10.0.0.180:5000/localredis:latest,2024-05-28T03:06:22Z,2.8 MiB,408 µs,83.77 ms,4.192 ms,2.709 ms,91.079
10.0.0.180:5000/localredis:latest,2024-05-27T23:35:22Z,2.8 MiB,364 µs,72.387 ms,3.465 ms,2.164 ms,78.38
10.0.0.180:5000/localredis:latest,2024-05-28T01:25:09Z,2.8 MiB,460 µs,83.304 ms,5.285 ms,3.485 ms,92.534
10.0.0.180:5000/localredis:latest,2024-05-28T02:33:32Z,2.8 MiB,409 µs,74.328 ms,3.721 ms,2.29 ms,80.748
10.0.0.180:5000/localredis:latest,2024-05-28T03:12:25Z,2.6 MiB,640 µs,117.69 ms,6.062 ms,3.646 ms,128.038
10.0.0.180:5000/localredis:latest,2024-05-28T06:11:42Z,2.6 MiB,653 µs,106.86 ms,5.766 ms,3.613 ms,116.892
10.0.0.180:5000/localredis:latest,2024-05-27T21:06:52Z,2.6 MiB,645 µs,101.87 ms,5.711 ms,3.342 ms,111.568
10.0.0.180:5000/localredis:latest,2024-05-28T03:58:48Z,2.6 MiB,747 µs,102.06 ms,6.73 ms,4.016 ms,113.553
10.0.0.180:5000/localredis:latest,2024-05-28T09:21:52Z,2.6 MiB,621 µs,101.9 ms,5.788 ms,3.624 ms,111.933
10.0.0.180:5000/localredis:latest,2024-05-28T00:20:54Z,2.8 MiB,384 µs,85.843 ms,3.814 ms,2.486 ms,92.527
10.0.0.180:5000/localredis:latest,2024-05-28T03:13:23Z,2.6 MiB,607 µs,102.34 ms,5.748 ms,3.617 ms,112.312
10.0.0.180:5000/localredis:latest,2024-05-27T23:23:14Z,2.8 MiB,393 µs,86.169 ms,3.833 ms,2.489 ms,92.884
10.0.0.180:5000/localredis:latest,2024-05-28T06:15:45Z,2.6 MiB,399 µs,80.577 ms,4.024 ms,2.61 ms,87.61
10.0.0.180:5000/localredis:latest,2024-05-28T08:46:28Z,2.6 MiB,378 µs,72.719 ms,3.909 ms,2.352 ms,79.358
10.0.0.180:5000/localredis:latest,2024-05-28T04:33:02Z,2.6 MiB,393 µs,82.356 ms,3.525 ms,2.148 ms,88.422
10.0.0.180:5000/localredis:latest,2024-05-28T00:03:22Z,2.8 MiB,379 µs,74.681 ms,3.767 ms,2.387 ms,81.214
10.0.0.180:5000/localredis:latest,2024-05-28T10:17:01Z,2.6 MiB,671 µs,104.16 ms,6.481 ms,3.792 ms,115.104
10.0.0.180:5000/localredis:latest,2024-05-27T21:45:45Z,2.8 MiB,399 µs,76.734 ms,3.673 ms,2.254 ms,83.06
10.0.0.180:5000/localredis:latest,2024-05-28T03:03:33Z,2.6 MiB,684 µs,105.82 ms,5.819 ms,3.6 ms,115.923
10.0.0.180:5000/localredis:latest,2024-05-28T00:17:09Z,2.6 MiB,747 µs,108.06 ms,6.322 ms,3.693 ms,118.822
10.0.0.180:5000/localredis:latest,2024-05-28T01:07:41Z,2.8 MiB,406 µs,68.438 ms,3.93 ms,2.517 ms,75.291
10.0.0.180:5000/localredis:latest,2024-05-28T03:04:22Z,2.8 MiB,388 µs,74.951 ms,3.863 ms,2.461 ms,81.663
10.0.0.180:5000/localredis:latest,2024-05-27T20:49:45Z,2.8 MiB,414 µs,86.446 ms,3.98 ms,2.607 ms,93.447
10.0.0.180:5000/localredis:latest,2024-05-27T23:46:16Z,2.8 MiB,396 µs,70.786 ms,4.044 ms,2.654 ms,77.88
10.0.0.180:5000/localredis:latest,2024-05-28T07:41:51Z,2.6 MiB,610 µs,102.1 ms,5.763 ms,3.595 ms,112.068
10.0.0.180:5000/localredis:latest,2024-05-28T11:34:09Z,2.6 MiB,647 µs,97.98 ms,5.9 ms,3.586 ms,108.113
10.0.0.180:5000/localredis:latest,2024-05-28T09:28:46Z,2.6 MiB,662 µs,116.6 ms,6.66 ms,3.959 ms,127.881
10.0.0.180:5000/localredis:latest,2024-05-28T06:39:45Z,2.6 MiB,690 µs,102.12 ms,5.888 ms,3.593 ms,112.291
10.0.0.180:5000/localredis:latest,2024-05-27T22:39:22Z,2.8 MiB,394 µs,72.594 ms,3.931 ms,2.569 ms,79.488
10.0.0.180:5000/localredis:latest,2024-05-27T22:56:18Z,2.6 MiB,639 µs,98.161 ms,6.094 ms,3.631 ms,108.525
10.0.0.180:5000/localredis:latest,2024-05-28T08:22:34Z,2.6 MiB,669 µs,110.21 ms,6.705 ms,3.935 ms,121.519
10.0.0.180:5000/localredis:latest,2024-05-28T09:30:05Z,2.6 MiB,505 µs,106.23 ms,4.894 ms,3.064 ms,114.693
10.0.0.180:5000/localredis:latest,2024-05-28T10:49:11Z,2.6 MiB,586 µs,93.83 ms,5.232 ms,3.029 ms,102.677
10.0.0.180:5000/localredis:latest,2024-05-28T00:21:03Z,2.6 MiB,606 µs,99.348 ms,5.682 ms,3.542 ms,109.178
10.0.0.180:5000/localredis:latest,2024-05-28T04:14:13Z,2.8 MiB,408 µs,76.725 ms,3.922 ms,2.567 ms,83.622
10.0.0.180:5000/localredis:latest,2024-05-28T11:30:41Z,2.6 MiB,621 µs,90.679 ms,5.566 ms,3.305 ms,100.171
10.0.0.180:5000/localredis:latest,2024-05-28T09:43:44Z,2.6 MiB,377 µs,77.856 ms,3.819 ms,2.241 ms,84.293
10.0.0.180:5000/localredis:latest,2024-05-28T05:18:00Z,2.8 MiB,346 µs,74.357 ms,3.606 ms,2.196 ms,80.505
10.0.0.180:5000/localredis:latest,2024-05-28T07:05:48Z,2.6 MiB,684 µs,104.3 ms,6.412 ms,3.791 ms,115.187
10.0.0.180:5000/localredis:latest,2024-05-28T08:15:40Z,2.6 MiB,618 µs,93.035 ms,5.699 ms,3.553 ms,102.905
10.0.0.180:5000/localredis:latest,2024-05-27T23:03:37Z,2.8 MiB,380 µs,69.305 ms,3.622 ms,2.311 ms,75.618
10.0.0.180:5000/localredis:latest,2024-05-28T05:02:30Z,2.6 MiB,675 µs,107.25 ms,6.45 ms,3.62 ms,117.995
10.0.0.180:5000/localredis:latest,2024-05-28T10:40:49Z,2.6 MiB,654 µs,109.77 ms,5.87 ms,3.453 ms,119.747
10.0.0.180:5000/localredis:latest,2024-05-28T06:13:47Z,2.6 MiB,381 µs,73.833 ms,3.91 ms,2.601 ms,80.725
10.0.0.180:5000/localredis:latest,2024-05-27T20:58:12Z,2.6 MiB,688 µs,107.89 ms,5.643 ms,3.433 ms,117.654
10.0.0.180:5000/localredis:latest,2024-05-27T22:38:16Z,2.6 MiB,641 µs,106.99 ms,5.986 ms,3.567 ms,117.184
10.0.0.180:5000/localredis:latest,2024-05-28T07:18:51Z,2.6 MiB,391 µs,92.92 ms,3.591 ms,2.301 ms,99.203
10.0.0.180:5000/localredis:latest,2024-05-27T21:36:51Z,2.8 MiB,433 µs,83.948 ms,4.506 ms,2.804 ms,91.691
10.0.0.180:5000/localredis:latest,2024-05-28T03:08:19Z,2.8 MiB,409 µs,73.281 ms,4.253 ms,2.557 ms,80.5
10.0.0.180:5000/localredis:latest,2024-05-28T02:32:05Z,2.6 MiB,736 µs,116.23 ms,5.795 ms,3.353 ms,126.114
10.0.0.180:5000/localredis:latest,2024-05-27T21:55:22Z,2.8 MiB,371 µs,80.276 ms,3.962 ms,2.409 ms,87.018
10.0.0.180:5000/localredis:latest,2024-05-28T04:36:29Z,2.8 MiB,392 µs,79.194 ms,3.893 ms,2.529 ms,86.008
10.0.0.180:5000/localredis:latest,2024-05-28T10:24:32Z,2.6 MiB,646 µs,95.647 ms,6.505 ms,3.849 ms,106.647
10.0.0.180:5000/localredis:latest,2024-05-28T03:01:46Z,2.8 MiB,389 µs,72.649 ms,3.7 ms,2.322 ms,79.06
10.0.0.180:5000/localredis:latest,2024-05-28T08:11:47Z,2.6 MiB,369 µs,68.414 ms,3.531 ms,2.151 ms,74.465
10.0.0.180:5000/localredis:latest,2024-05-28T09:06:22Z,2.6 MiB,393 µs,73.878 ms,3.406 ms,2.089 ms,79.766
10.0.0.180:5000/localredis:latest,2024-05-28T06:48:10Z,2.6 MiB,768 µs,103.81 ms,6.137 ms,3.891 ms,114.606
10.0.0.180:5000/localredis:latest,2024-05-28T10:59:26Z,2.6 MiB,381 µs,75.039 ms,4.124 ms,2.747 ms,82.291
10.0.0.180:5000/localredis:latest,2024-05-28T01:02:21Z,2.6 MiB,618 µs,102.79 ms,5.812 ms,3.512 ms,112.732
10.0.0.180:5000/localredis:latest,2024-05-27T21:17:59Z,2.6 MiB,675 µs,99.769 ms,5.742 ms,3.477 ms,109.663
10.0.0.180:5000/localredis:latest,2024-05-28T08:12:55Z,2.6 MiB,633 µs,98.963 ms,5.642 ms,3.472 ms,108.71
10.0.0.180:5000/localredis:latest,2024-05-28T00:29:11Z,2.6 MiB,674 µs,103.94 ms,5.916 ms,3.624 ms,114.154
10.0.0.180:5000/localredis:latest,2024-05-27T23:30:46Z,2.6 MiB,676 µs,98.726 ms,6.682 ms,3.879 ms,109.963
10.0.0.180:5000/localredis:latest,2024-05-27T21:53:48Z,2.8 MiB,445 µs,69.473 ms,3.626 ms,2.253 ms,75.797
10.0.0.180:5000/localredis:latest,2024-05-28T04:11:35Z,2.8 MiB,404 µs,74.367 ms,3.809 ms,2.501 ms,81.081
10.0.0.180:5000/localredis:latest,2024-05-28T06:00:59Z,2.6 MiB,638 µs,107.54 ms,5.545 ms,3.394 ms,117.117
10.0.0.180:5000/localredis:latest,2024-05-28T01:56:33Z,2.6 MiB,666 µs,102.18 ms,5.708 ms,3.552 ms,112.106
10.0.0.180:5000/localredis:latest,2024-05-28T00:57:20Z,2.8 MiB,417 µs,78.937 ms,3.987 ms,2.613 ms,85.954
10.0.0.180:5000/localredis:latest,2024-05-27T23:02:59Z,2.8 MiB,432 µs,69.276 ms,3.935 ms,2.566 ms,76.209
10.0.0.180:5000/localredis:latest,2024-05-28T01:25:58Z,2.6 MiB,675 µs,94.775 ms,5.739 ms,3.505 ms,104.694
10.0.0.180:5000/localredis:latest,2024-05-28T00:32:35Z,2.8 MiB,368 µs,68.848 ms,3.974 ms,2.598 ms,75.788
10.0.0.180:5000/localredis:latest,2024-05-28T03:28:55Z,2.6 MiB,438 µs,94.296 ms,4.444 ms,2.631 ms,101.809
10.0.0.180:5000/localredis:latest,2024-05-27T22:24:04Z,2.8 MiB,419 µs,83.532 ms,4.431 ms,2.736 ms,91.118
10.0.0.180:5000/localredis:latest,2024-05-28T01:49:42Z,2.8 MiB,1.78 ms,92.061 ms,5.671 ms,2.868 ms,102.38
10.0.0.180:5000/localredis:latest,2024-05-27T20:51:40Z,2.8 MiB,445 µs,71.801 ms,4.068 ms,2.668 ms,78.982
10.0.0.180:5000/localredis:latest,2024-05-28T00:33:42Z,2.6 MiB,693 µs,97.727 ms,6.48 ms,3.722 ms,108.622
10.0.0.180:5000/localredis:latest,2024-05-27T22:44:41Z,2.6 MiB,650 µs,102 ms,6.33 ms,4.123 ms,113.103
10.0.0.180:5000/localredis:latest,2024-05-27T20:55:57Z,2.6 MiB,668 µs,108.55 ms,5.877 ms,3.54 ms,118.635
10.0.0.180:5000/localredis:latest,2024-05-28T03:32:19Z,2.8 MiB,391 µs,76.393 ms,3.898 ms,2.34 ms,83.022
10.0.0.180:5000/localredis:latest,2024-05-28T03:10:15Z,2.8 MiB,380 µs,71.056 ms,3.928 ms,2.366 ms,77.73
10.0.0.180:5000/localredis:latest,2024-05-28T02:51:51Z,2.8 MiB,396 µs,75.437 ms,3.866 ms,2.356 ms,82.055
10.0.0.180:5000/localredis:latest,2024-05-28T11:33:47Z,2.6 MiB,519 µs,99.505 ms,5.925 ms,3.464 ms,109.413
10.0.0.180:5000/localredis:latest,2024-05-28T00:04:01Z,2.8 MiB,417 µs,73.102 ms,4.403 ms,3.006 ms,80.928
10.0.0.180:5000/localredis:latest,2024-05-28T01:36:17Z,2.8 MiB,390 µs,70.93 ms,4.063 ms,2.742 ms,78.125
10.0.0.180:5000/localredis:latest,2024-05-27T22:46:26Z,2.8 MiB,379 µs,78.352 ms,3.639 ms,2.241 ms,84.611
10.0.0.180:5000/localredis:latest,2024-05-28T04:41:24Z,2.8 MiB,391 µs,75.045 ms,3.535 ms,2.172 ms,81.143
10.0.0.180:5000/localredis:latest,2024-05-28T06:26:15Z,2.6 MiB,620 µs,103.08 ms,5.664 ms,3.456 ms,112.82
10.0.0.180:5000/localredis:latest,2024-05-27T23:08:47Z,2.8 MiB,366 µs,75.819 ms,3.873 ms,2.522 ms,82.58
10.0.0.180:5000/localredis:latest,2024-05-28T06:57:57Z,2.6 MiB,708 µs,105.64 ms,5.749 ms,3.456 ms,115.553
10.0.0.180:5000/localredis:latest,2024-05-28T07:36:00Z,2.6 MiB,648 µs,100.96 ms,6.349 ms,3.85 ms,111.807
10.0.0.180:5000/localredis:latest,2024-05-28T05:46:11Z,2.6 MiB,408 µs,82.667 ms,3.877 ms,2.473 ms,89.425
10.0.0.180:5000/localredis:latest,2024-05-28T05:11:54Z,2.6 MiB,678 µs,109.71 ms,5.811 ms,3.524 ms,119.723
10.0.0.180:5000/localredis:latest,2024-05-28T01:33:51Z,2.6 MiB,653 µs,94.106 ms,5.667 ms,3.521 ms,103.947
10.0.0.180:5000/localredis:latest,2024-05-28T10:08:12Z,2.6 MiB,410 µs,74.677 ms,4.113 ms,2.515 ms,81.715
10.0.0.180:5000/localredis:latest,2024-05-28T10:40:38Z,2.6 MiB,640 µs,101.74 ms,6.459 ms,3.885 ms,112.724
10.0.0.180:5000/localredis:latest,2024-05-28T11:26:32Z,2.6 MiB,727 µs,87.85 ms,6.055 ms,3.688 ms,98.32
10.0.0.180:5000/localredis:latest,2024-05-28T01:06:01Z,2.8 MiB,410 µs,74.882 ms,4.055 ms,2.667 ms,82.014
10.0.0.180:5000/localredis:latest,2024-05-27T23:39:01Z,2.6 MiB,652 µs,118.42 ms,5.968 ms,3.672 ms,128.712
10.0.0.180:5000/localredis:latest,2024-05-27T23:56:01Z,2.8 MiB,412 µs,72.539 ms,3.808 ms,2.4 ms,79.159
10.0.0.180:5000/localredis:latest,2024-05-28T11:22:26Z,2.6 MiB,387 µs,75.825 ms,3.488 ms,2.107 ms,81.807
10.0.0.180:5000/localredis:latest,2024-05-28T10:04:02Z,2.6 MiB,665 µs,103.34 ms,6.937 ms,3.831 ms,114.773
10.0.0.180:5000/localredis:latest,2024-05-28T06:40:54Z,2.6 MiB,421 µs,72.909 ms,3.608 ms,2.076 ms,79.014
10.0.0.180:5000/localredis:latest,2024-05-28T04:00:13Z,2.8 MiB,412 µs,75.291 ms,3.888 ms,2.324 ms,81.915
10.0.0.180:5000/localredis:latest,2024-05-28T11:31:43Z,2.6 MiB,608 µs,99.229 ms,6.083 ms,3.62 ms,109.54
10.0.0.180:5000/localredis:latest,2024-05-28T04:28:44Z,2.6 MiB,642 µs,106.2 ms,6.352 ms,3.734 ms,116.928
10.0.0.180:5000/localredis:latest,2024-05-27T23:15:21Z,2.6 MiB,790 µs,103.94 ms,7.854 ms,3.706 ms,116.29
10.0.0.180:5000/localredis:latest,2024-05-28T07:06:07Z,2.6 MiB,657 µs,95.5 ms,5.854 ms,3.632 ms,105.643
10.0.0.180:5000/localredis:latest,2024-05-27T21:57:36Z,2.8 MiB,395 µs,77.008 ms,3.808 ms,2.305 ms,83.516
10.0.0.180:5000/localredis:latest,2024-05-28T09:49:34Z,2.6 MiB,690 µs,100.32 ms,5.879 ms,3.686 ms,110.575
10.0.0.180:5000/localredis:latest,2024-05-27T23:59:24Z,2.6 MiB,541 µs,91.947 ms,4.642 ms,2.946 ms,100.076
10.0.0.180:5000/localredis:latest,2024-05-28T05:37:14Z,2.6 MiB,411 µs,70.883 ms,3.931 ms,2.565 ms,77.79
10.0.0.180:5000/localredis:latest,2024-05-28T03:47:34Z,2.6 MiB,652 µs,112.9 ms,5.723 ms,3.531 ms,122.806
10.0.0.180:5000/localredis:latest,2024-05-28T07:52:00Z,2.6 MiB,398 µs,70.534 ms,3.735 ms,2.387 ms,77.054
10.0.0.180:5000/localredis:latest,2024-05-28T06:34:01Z,2.6 MiB,382 µs,75.378 ms,4.056 ms,2.686 ms,82.502
10.0.0.180:5000/localredis:latest,2024-05-28T08:38:34Z,2.6 MiB,351 µs,68.233 ms,3.401 ms,2.224 ms,74.209
10.0.0.180:5000/localredis:latest,2024-05-27T23:45:08Z,2.6 MiB,720 µs,103.83 ms,6.423 ms,3.848 ms,114.821
10.0.0.180:5000/localredis:latest,2024-05-28T04:02:47Z,2.8 MiB,381 µs,76.598 ms,3.786 ms,2.381 ms,83.146
10.0.0.180:5000/localredis:latest,2024-05-28T02:35:38Z,2.6 MiB,375 µs,94.222 ms,3.418 ms,2.168 ms,100.183
10.0.0.180:5000/localredis:latest,2024-05-28T02:19:07Z,2.8 MiB,366 µs,74.908 ms,3.915 ms,2.539 ms,81.728
10.0.0.180:5000/localredis:latest,2024-05-28T06:22:39Z,2.6 MiB,657 µs,103.39 ms,5.688 ms,3.476 ms,113.211
10.0.0.180:5000/localredis:latest,2024-05-27T22:56:46Z,2.8 MiB,446 µs,71.648 ms,3.644 ms,2.222 ms,77.96
10.0.0.180:5000/localredis:latest,2024-05-28T09:59:36Z,2.6 MiB,397 µs,76.979 ms,3.972 ms,2.349 ms,83.697
10.0.0.180:5000/localredis:latest,2024-05-28T04:09:50Z,2.6 MiB,621 µs,101.07 ms,5.672 ms,3.452 ms,110.815
10.0.0.180:5000/localredis:latest,2024-05-28T01:52:16Z,2.8 MiB,446 µs,80.667 ms,4.486 ms,2.773 ms,88.372
10.0.0.180:5000/localredis:latest,2024-05-28T03:16:27Z,2.8 MiB,370 µs,72.963 ms,3.832 ms,2.503 ms,79.668
10.0.0.180:5000/localredis:latest,2024-05-28T05:31:10Z,2.6 MiB,421 µs,90.26 ms,3.964 ms,2.568 ms,97.213
10.0.0.180:5000/localredis:latest,2024-05-28T07:58:56Z,2.6 MiB,354 µs,74.886 ms,3.5 ms,2.134 ms,80.874
10.0.0.180:5000/localredis:latest,2024-05-28T01:45:24Z,2.6 MiB,392 µs,81.445 ms,3.716 ms,2.337 ms,87.89
10.0.0.180:5000/localredis:latest,2024-05-28T03:27:18Z,2.6 MiB,803 µs,91.851 ms,5.895 ms,3.681 ms,102.23
10.0.0.180:5000/localredis:latest,2024-05-28T00:05:01Z,2.8 MiB,388 µs,74.323 ms,3.844 ms,2.338 ms,80.893
10.0.0.180:5000/localredis:latest,2024-05-27T23:41:04Z,2.8 MiB,388 µs,68.354 ms,3.571 ms,2.249 ms,74.562
10.0.0.180:5000/localredis:latest,2024-05-28T10:38:33Z,2.6 MiB,617 µs,90.206 ms,5.966 ms,3.517 ms,100.306
10.0.0.180:5000/localredis:latest,2024-05-28T08:49:08Z,2.6 MiB,356 µs,74.89 ms,3.558 ms,2.204 ms,81.008
10.0.0.180:5000/localredis:latest,2024-05-28T10:57:33Z,2.6 MiB,528 µs,88.564 ms,6.022 ms,3.714 ms,98.828
