Index,Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
120,10.0.0.180:5000/localcpusinglecore:latest,2024-05-31T10:17:16Z,4.3 MiB,464 µs,80.882 ms,7.49 ms,5.113 ms,93.949
