Index,Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
236,10.0.0.180:5000/localredis:latest,2024-06-02T21:24:24Z,96.1 MiB,615 µs,182.16 ms,93.331 ms,85.179 ms,361.285
