Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
10.0.0.180:5000/localcpusinglecore:latest,2024-05-26T23:09:41Z,4.3 MiB,2.693 ms,91.76 ms,5.057 ms,3.352 ms,102.862
