Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
10.0.0.180:5000/localcpusinglecore:latest,2024-05-26T21:28:10Z,4.3 MiB,259 µs,74.698 ms,4.631 ms,3.075 ms,82.663
