Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
10.0.0.180:5000/localredis:latest,2024-05-27T19:31:15Z,2.3 MiB,370 µs,74.728 ms,3.602 ms,2.233 ms,80.933
