Index,Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
47,10.0.0.180:5000/localcpusinglecore:latest,2024-05-31T09:29:08Z,4.3 MiB,266 µs,86.396 ms,5.035 ms,3.382 ms,95.079
