Index,Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
1355,10.0.0.180:5000/localredis:latest,2024-06-03T06:41:00Z,96.1 MiB,656 µs,173.56 ms,88.834 ms,80.192 ms,343.242
