Index,Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time (ms)
361,10.0.0.180:5000/localmongo:latest,2024-06-04T00:51:26Z,96.7 MiB,2.823 ms,219.44 ms,99.266 ms,78.722 ms,400.251
