Image,Checkpointed,Checkpoint size,Freezing time,Frozen time,Memdump time,Memwrite time,Total dump time
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,258,81.207,5.644,3.618,90.727
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,482,88.019,5.748,3.826,98.075
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,261,69.995,4.766,3.146,78.168
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,426,90.164,7.797,5.143,103.53
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,220,73.995,3.678,2.501,80.394
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,454,100.68,9.526,5.965,116.625
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,289,84.172,4.854,3.172,92.487
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,472,113.16,8.07,5.199,126.901
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,279,82.846,4.748,3.087,90.96
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,472,98.054,8.449,5.461,112.436
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,276,72.599,5.44,3.767,82.082
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,480,111.5,8.221,5.421,125.622
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,267,71.33,4.691,3.017,79.305
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,304,92.32,4.306,3.063,99.993
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,281,81.869,5.115,3.35,90.615
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,292,79.051,5.744,4.124,89.211
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,337,84.184,6.066,4.033,94.62
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,638,77.285,4.798,3.128,85.849
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,366,73.628,4.242,2.957,81.193
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,459,79.859,5.257,3.908,89.483
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,270,80.427,4.812,3.135,88.644
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,462,90.264,5.67,4.294,100.69
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,280,76.17,4.701,3.021,84.172
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,444,98.823,8.126,5.338,112.731
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,226,70.222,3.813,2.497,76.758
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,431,103.8,8.219,5.367,117.817
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,256,78.274,4.752,3.113,86.395
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,461,103.25,7.909,5.056,116.676
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,311,86.087,6.313,4.562,97.273
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,395,103.39,5.272,3.576,112.633
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,229,89.859,3.784,2.517,96.389
10.0.0.180:5000/localcpusinglecore:latest,26/05/2024,4.3 MiB,416,96.51,8.054,5.319,110.299
